Building model ...
Initializing global variables ... 
Starting training for 32 epochs
Epoch	0	loss	closeness_cost	TPR	TNR	PPV	NPV	FNR	FPR	FDR	FOR	ACC	F1	MCC	BM	MK	P@10min	P@10max	AUC	closeness_TPR	closeness_TNR	closeness_PPV	closeness_NPV	closeness_FNR	closeness_FPR	closeness_FDR	closeness_FOR	closeness_ACC	closeness_F1	closeness_MCC	closeness_BM	closeness_MK	closeness_P@10min	closeness_P@10max	closeness_AUC
batch	0	0.3436702489852905	0.34367018938064575	0.29012805906895167	0.33321627938803616	0.2874238716248368	0.33672947099352596	0.7098719409310484	0.6667837206119638	0.7125761283751634	0.663270529006474	0.3129102904484576	0.28876004010120737	-0.37625061593630565	-0.376655661543012	-0.3758466573816372	0.028124999999999997	0.00625	0.3116721692284939	0.29012805906895167	0.33321627938803616	0.2874238716248368	0.33672947099352596	0.7098719409310484	0.6667837206119638	0.7125761283751634	0.663270529006474	0.3129102904484576	0.28876004010120737	-0.37625061593630565	-0.376655661543012	-0.3758466573816372	0.028124999999999997	0.00625	0.3116721692284939
batch	1	0.36432886123657227	0.3643288016319275	0.26336168566049467	0.30921294185585035	0.2600403522058061	0.3139243567596738	0.7366383143395053	0.6907870581441493	0.739959647794194	0.6860756432403261	0.2877765491058533	0.2616722578632416	-0.42672907695454054	-0.4274253724836547	-0.42603529103452015	0.03173076923076923	0.0125	0.2862873137581726	0.26336168566049467	0.30921294185585035	0.2600403522058061	0.3139243567596738	0.7366383143395053	0.6907870581441493	0.739959647794194	0.6860756432403261	0.2877765491058533	0.2616722578632416	-0.42672907695454054	-0.4274253724836547	-0.42603529103452015	0.03173076923076923	0.0125	0.2862873137581726
batch	2	0.3700591027736664	0.3700590431690216	0.2608945899920938	0.3173628785334188	0.257281538511142	0.32245477267127814	0.7391054100079062	0.6826371214665813	0.7427184614888581	0.6775452273287219	0.29125047245023317	0.2590578411094425	-0.4210019338038878	-0.4217425314744873	-0.42026368881757986	0.04010416666666668	0.01875	0.2891287342627563	0.2608945899920938	0.3173628785334188	0.257281538511142	0.32245477267127814	0.7391054100079062	0.6826371214665813	0.7427184614888581	0.6775452273287219	0.29125047245023317	0.2590578411094425	-0.4210019338038878	-0.4217425314744873	-0.42026368881757986	0.04010416666666668	0.01875	0.2891287342627563
batch	3	0.3144734501838684	0.31447339057922363	0.2831477658440159	0.3291230469266231	0.2792498518221563	0.3341910524880453	0.7168522341559841	0.6708769530733768	0.7207501481778437	0.6658089475119546	0.30766726584312776	0.28116964929504296	-0.3871432080339768	-0.38772918722936084	-0.38655909568979835	0.05809294871794872	0.0125	0.3061354063853196	0.2831477658440159	0.3291230469266231	0.2792498518221563	0.3341910524880453	0.7168522341559841	0.6708769530733768	0.7207501481778437	0.6658089475119546	0.30766726584312776	0.28116964929504296	-0.3871432080339768	-0.38772918722936084	-0.38655909568979835	0.05809294871794872	0.0125	0.3061354063853196
batch	4	0.27582383155822754	0.27582377195358276	0.30249949152162114	0.3446847606435893	0.2987875087873549	0.3494107087382042	0.6975005084783789	0.6553152393564105	0.7012124912126452	0.6505892912617957	0.324815692701316	0.30062077757719735	-0.352308027434766	-0.35281574783478953	-0.3518017824744407	0.032670454545454544	0.015625	0.32359212608260524	0.30249949152162114	0.3446847606435893	0.2987875087873549	0.3494107087382042	0.6975005084783789	0.6553152393564105	0.7012124912126452	0.6505892912617957	0.324815692701316	0.30062077757719735	-0.352308027434766	-0.35281574783478953	-0.3518017824744407	0.032670454545454544	0.015625	0.32359212608260524
batch	5	0.26896601915359497	0.2689659595489502	0.29754188513639057	0.3376749555747882	0.2946424079071983	0.3415159342236501	0.7024581148636095	0.6623250444252118	0.7053575920928018	0.6584840657763501	0.3188556444697533	0.2960764998895975	-0.36431179270720343	-0.3647831592888212	-0.36384165786915174	0.015625	0.009375000000000001	0.3176084203555894	0.29754188513639057	0.3376749555747882	0.2946424079071983	0.3415159342236501	0.7024581148636095	0.6623250444252118	0.7053575920928018	0.6584840657763501	0.3188556444697533	0.2960764998895975	-0.36431179270720343	-0.3647831592888212	-0.36384165786915174	0.015625	0.009375000000000001	0.3176084203555894
batch	6	0.36990886926651	0.36990880966186523	0.2249526105114916	0.27847138832834767	0.22165109341497008	0.28392726102343857	0.7750473894885083	0.7215286116716523	0.7783489065850298	0.7160727389765615	0.25353894327312965	0.22327925268917378	-0.4954971941244438	-0.4965760011601607	-0.49442164556159135	0.021590909090909088	0.022222222222222223	0.2517119994199197	0.2249526105114916	0.27847138832834767	0.22165109341497008	0.28392726102343857	0.7750473894885083	0.7215286116716523	0.7783489065850298	0.7160727389765615	0.25353894327312965	0.22327925268917378	-0.4954971941244438	-0.4965760011601607	-0.49442164556159135	0.021590909090909088	0.022222222222222223	0.2517119994199197
batch	7	0.3177396357059479	0.3177395761013031	0.24213337993988626	0.2814918024456255	0.23775954520825346	0.28734366651873045	0.7578666200601138	0.7185081975543746	0.7622404547917467	0.7126563334812694	0.26295985365527935	0.23991746814138637	-0.47563474837256037	-0.4763748176144882	-0.47489678827301596	0.028124999999999997	0.024999999999999998	0.26181259119275585	0.24213337993988626	0.2814918024456255	0.23775954520825346	0.28734366651873045	0.7578666200601138	0.7185081975543746	0.7622404547917467	0.7126563334812694	0.26295985365527935	0.23991746814138637	-0.47563474837256037	-0.4763748176144882	-0.47489678827301596	0.028124999999999997	0.024999999999999998	0.26181259119275585
batch	8	0.2724134624004364	0.2724134027957916	0.2627433351364542	0.30887618219599267	0.25934443625705617	0.31377186141427327	0.7372566648635457	0.6911238178040071	0.7406555637429436	0.6862281385857268	0.2873303803875305	0.2610196730455551	-0.4276311332189735	-0.4283804826675532	-0.42688370232867057	0.028125	0.015625	0.2858097586662235	0.2627433351364542	0.30887618219599267	0.25934443625705617	0.31377186141427327	0.7372566648635457	0.6911238178040071	0.7406555637429436	0.6862281385857268	0.2873303803875305	0.2610196730455551	-0.4276311332189735	-0.4283804826675532	-0.42688370232867057	0.028125	0.015625	0.2858097586662235
batch	9	0.26416516304016113	0.26416510343551636	0.27075555531877915	0.31779908433570386	0.26751450681242767	0.32244530193604815	0.729244444681221	0.6822009156642961	0.7324854931875723	0.6775546980639516	0.2958595868380012	0.26911358528361107	-0.41074190079623174	-0.411445360345517	-0.41004019125152424	0.04829545454545455	0.024999999999999998	0.29427731982724153	0.27075555531877915	0.31779908433570386	0.26751450681242767	0.32244530193604815	0.729244444681221	0.6822009156642961	0.7324854931875723	0.6775546980639516	0.2958595868380012	0.26911358528361107	-0.41074190079623174	-0.411445360345517	-0.41004019125152424	0.04829545454545455	0.024999999999999998	0.29427731982724153
batch	10	0.26009809970855713	0.26009804010391235	0.27043217816487003	0.322906231439308	0.2670510198702543	0.3276481866904871	0.72956782183513	0.677093768560692	0.7329489801297454	0.672351813309513	0.2996615123537818	0.26871760733741223	-0.4059800764417475	-0.40666159039582217	-0.40530079343925857	0.04375000000000001	0.01875	0.29666920480208897	0.27043217816487003	0.322906231439308	0.2670510198702543	0.3276481866904871	0.72956782183513	0.677093768560692	0.7329489801297454	0.672351813309513	0.2996615123537818	0.26871760733741223	-0.4059800764417475	-0.40666159039582217	-0.40530079343925857	0.04375000000000001	0.01875	0.29666920480208897
batch	11	0.24300804734230042	0.24300798773765564	0.2684576153750752	0.3156959183529613	0.26505736876472863	0.32071704874311135	0.7315423846249246	0.6843040816470388	0.7349426312352714	0.6792829512568889	0.29370799162035416	0.2667277373264717	-0.41503478982408987	-0.4158464662719637	-0.4142255824921599	0.021875000000000002	0.021875000000000002	0.2920767668640182	0.2684576153750752	0.3156959183529613	0.26505736876472863	0.32071704874311135	0.7315423846249246	0.6843040816470388	0.7349426312352714	0.6792829512568889	0.29370799162035416	0.2667277373264717	-0.41503478982408987	-0.4158464662719637	-0.4142255824921599	0.021875000000000002	0.021875000000000002	0.2920767668640182
batch	12	0.19241821765899658	0.1924181580543518	0.3030654659474465	0.34811107315152273	0.3002233385446708	0.3519597691579368	0.6969345340525536	0.6518889268484771	0.6997766614553294	0.6480402308420632	0.3269283743879568	0.3016260588207343	-0.34831954524237	-0.34882346090103067	-0.3478168922973923	0.0125	0.0125	0.3255882695494846	0.3030654659474465	0.34811107315152273	0.3002233385446708	0.3519597691579368	0.6969345340525536	0.6518889268484771	0.6997766614553294	0.6480402308420632	0.3269283743879568	0.3016260588207343	-0.34831954524237	-0.34882346090103067	-0.3478168922973923	0.0125	0.0125	0.3255882695494846
batch	13	0.24400216341018677	0.244002103805542	0.2584840578243065	0.31309540424036203	0.25516608839856036	0.31868410995295554	0.7415159421756934	0.6869045957596378	0.7448339116014396	0.6813158900470445	0.287798448644156	0.25679512865301646	-0.4272831386786733	-0.4284205379353314	-0.42614980164848404	0.023674242424242424	0.003472222222222222	0.28578973103233424	0.2584840578243065	0.31309540424036203	0.25516608839856036	0.31868410995295554	0.7415159421756934	0.6869045957596378	0.7448339116014396	0.6813158900470445	0.287798448644156	0.25679512865301646	-0.4272831386786733	-0.4284205379353314	-0.42614980164848404	0.023674242424242424	0.003472222222222222	0.28578973103233424
batch	14	0.1662793606519699	0.16627930104732513	0.3256247212184726	0.3643410218283619	0.3221918049492276	0.36833356051371124	0.6743752787815275	0.6356589781716382	0.6778081950507723	0.6316664394862888	0.34599755775017454	0.32389179705252336	-0.30975417543649253	-0.3100342569531654	-0.3094746345370612	0.056013257575757584	0.009375000000000001	0.3449828715234172	0.3256247212184726	0.3643410218283619	0.3221918049492276	0.36833356051371124	0.6743752787815275	0.6356589781716382	0.6778081950507723	0.6316664394862888	0.34599755775017454	0.32389179705252336	-0.30975417543649253	-0.3100342569531654	-0.3094746345370612	0.056013257575757584	0.009375000000000001	0.3449828715234172
batch	15	0.18003198504447937	0.1800319254398346	0.2798043230297351	0.3298465996448346	0.27617001330846364	0.33443523811049186	0.7201956769702647	0.6701534003551652	0.7238299866915363	0.6655647618895082	0.3068579571214171	0.277961929448244	-0.38987128115762254	-0.3903490773254302	-0.38939474858104456	0.024999999999999998	0.024999999999999998	0.30482546133728494	0.2798043230297351	0.3298465996448346	0.27617001330846364	0.33443523811049186	0.7201956769702647	0.6701534003551652	0.7238299866915363	0.6655647618895082	0.3068579571214171	0.277961929448244	-0.38987128115762254	-0.3903490773254302	-0.38939474858104456	0.024999999999999998	0.024999999999999998	0.30482546133728494
batch	16	0.19052359461784363	0.19052353501319885	0.2550646012858257	0.29965598540244853	0.2514707506022901	0.30476352829148545	0.7449353987141742	0.7003440145975514	0.74852924939771	0.6952364717085147	0.27867512555582274	0.25323687333308575	-0.444521626033757	-0.4452794133117257	-0.44376572110622436	0.015625	0.015625	0.27736029334413714	0.2550646012858257	0.29965598540244853	0.2514707506022901	0.30476352829148545	0.7449353987141742	0.7003440145975514	0.74852924939771	0.6952364717085147	0.27867512555582274	0.25323687333308575	-0.444521626033757	-0.4452794133117257	-0.44376572110622436	0.015625	0.015625	0.27736029334413714
batch	17	0.17316105961799622	0.17316100001335144	0.2699380940043573	0.3188171147566644	0.2671778101597799	0.32293894193033534	0.7300619059956427	0.6811828852433359	0.73282218984022	0.6770610580696649	0.295989592620521	0.26854095786252363	-0.41056313826245533	-0.4112447912389782	-0.40988324790988473	0.05673076923076924	0.003125	0.29437760438051086	0.2699380940043573	0.3188171147566644	0.2671778101597799	0.32293894193033534	0.7300619059956427	0.6811828852433359	0.73282218984022	0.6770610580696649	0.295989592620521	0.26854095786252363	-0.41056313826245533	-0.4112447912389782	-0.40988324790988473	0.05673076923076924	0.003125	0.29437760438051086
batch	18	0.1729816496372223	0.17298159003257751	0.2629230138284379	0.3092297350281283	0.2592425648506205	0.31456289361511713	0.7370769861715621	0.6907702649718716	0.7407574351493794	0.6854371063848829	0.28766020557933725	0.26104862036353166	-0.42701957992903117	-0.4278472511434338	-0.4261945415342623	0.0125	0.009375000000000001	0.28607637442828304	0.2629230138284379	0.3092297350281283	0.2592425648506205	0.31456289361511713	0.7370769861715621	0.6907702649718716	0.7407574351493794	0.6854371063848829	0.28766020557933725	0.26104862036353166	-0.42701957992903117	-0.4278472511434338	-0.4261945415342623	0.0125	0.009375000000000001	0.28607637442828304
batch	19	0.116145558655262	0.11614549905061722	0.38024978286122474	0.4244822319044664	0.3762808141303631	0.4290024156007531	0.6197502171387754	0.5755177680955336	0.623719185869637	0.5709975843992469	0.40384019651970626	0.3782363333478763	-0.19499200242956982	-0.19526798523430883	-0.19471677026888395	0.05402462121212121	0.0125	0.4023660073828456	0.38024978286122474	0.4244822319044664	0.3762808141303631	0.4290024156007531	0.6197502171387754	0.5755177680955336	0.623719185869637	0.5709975843992469	0.40384019651970626	0.3782363333478763	-0.19499200242956982	-0.19526798523430883	-0.19471677026888395	0.05402462121212121	0.0125	0.4023660073828456
batch	20	0.12605807185173035	0.12605801224708557	0.3116828016405115	0.3532828952506183	0.3073718604756561	0.3583205469460384	0.6883171983594886	0.6467171047493817	0.6926281395243437	0.6416794530539619	0.33371459222433764	0.30950087631889384	-0.3346705711268598	-0.3350343031088703	-0.33430759257830556	0.03385416666666667	0.019097222222222224	0.3324828484455649	0.3116828016405115	0.3532828952506183	0.3073718604756561	0.3583205469460384	0.6883171983594886	0.6467171047493817	0.6926281395243437	0.6416794530539619	0.33371459222433764	0.30950087631889384	-0.3346705711268598	-0.3350343031088703	-0.33430759257830556	0.03385416666666667	0.019097222222222224	0.3324828484455649
batch	21	0.15257951617240906	0.15257945656776428	0.25494812296681835	0.2980797315498664	0.2506714546300604	0.30375055362705156	0.7450518770331817	0.7019202684501336	0.7493285453699395	0.6962494463729486	0.2777692302376403	0.2527704080978216	-0.44627424523196	-0.4469721454833152	-0.4455779917428881	0.03125	0.03125	0.2765139272583424	0.25494812296681835	0.2980797315498664	0.2506714546300604	0.30375055362705156	0.7450518770331817	0.7019202684501336	0.7493285453699395	0.6962494463729486	0.2777692302376403	0.2527704080978216	-0.44627424523196	-0.4469721454833152	-0.4455779917428881	0.03125	0.03125	0.2765139272583424
batch	22	0.09004589915275574	0.09004583954811096	0.39864995374126905	0.4359016869980215	0.39359619461891415	0.44117878178436787	0.6013500462587309	0.5640983130019784	0.6064038053810861	0.5588212182156324	0.418661543205822	0.39607674657736675	-0.16533653513774954	-0.16544835926070944	-0.16522502359671823	0.08238636363636365	0.05937500000000001	0.41727582036964533	0.39864995374126905	0.4359016869980215	0.39359619461891415	0.44117878178436787	0.6013500462587309	0.5640983130019784	0.6064038053810861	0.5588212182156324	0.418661543205822	0.39607674657736675	-0.16533653513774954	-0.16544835926070944	-0.16522502359671823	0.08238636363636365	0.05937500000000001	0.41727582036964533
batch	23	0.1265501081943512	0.12655004858970642	0.4035738872045882	0.4434761761836573	0.3935480432260488	0.4539465415036362	0.5964261127954117	0.5565238238163427	0.6064519567739514	0.5460534584963638	0.42522045429054484	0.3984458040858611	-0.15272735196118734	-0.15294993661175446	-0.15250541527031514	0.18863636363636366	0.14375000000000004	0.4235250316941228	0.4035738872045882	0.4434761761836573	0.3935480432260488	0.4539465415036362	0.5964261127954117	0.5565238238163427	0.6064519567739514	0.5460534584963638	0.42522045429054484	0.3984458040858611	-0.15272735196118734	-0.15294993661175446	-0.15250541527031514	0.18863636363636366	0.14375000000000004	0.4235250316941228
batch	24	0.11982729285955429	0.11982723325490952	0.4396658931211201	0.4757718711628363	0.4283674254620629	0.4875385954323067	0.5603341068788801	0.5242281288371635	0.5716325745379371	0.5124614045676933	0.4593827828350764	0.43384877510083436	-0.0843275117823849	-0.08456223571604352	-0.0840939791056303	0.1755681818181818	0.1440972222222222	0.4577188821419782	0.4396658931211201	0.4757718711628363	0.4283674254620629	0.4875385954323067	0.5603341068788801	0.5242281288371635	0.5716325745379371	0.5124614045676933	0.4593827828350764	0.43384877510083436	-0.0843275117823849	-0.08456223571604352	-0.0840939791056303	0.1755681818181818	0.1440972222222222	0.4577188821419782
batch	25	0.1279621720314026	0.1279621124267578	0.43332267810258424	0.46904618084363053	0.4235962793969325	0.47960970189890095	0.5666773218974158	0.5309538191563695	0.5764037206030674	0.520390298101099	0.4524754920052309	0.4283502595873849	-0.09721174329632698	-0.09763114105378529	-0.09679401870416664	0.221875	0.17812499999999998	0.4511844294731075	0.43332267810258424	0.46904618084363053	0.4235962793969325	0.47960970189890095	0.5666773218974158	0.5309538191563695	0.5764037206030674	0.520390298101099	0.4524754920052309	0.4283502595873849	-0.09721174329632698	-0.09763114105378529	-0.09679401870416664	0.221875	0.17812499999999998	0.4511844294731075
batch	26	0.11444666981697083	0.11444661021232605	0.5834935498063559	0.5960595667198393	0.5679619349104469	0.6111346926668793	0.4165064501936443	0.40394043328016066	0.43203806508955306	0.3888653073331207	0.59004199193308	0.5755266781379174	0.17932433503461281	0.1795531165261951	0.1790966275773263	0.409375	0.36249999999999993	0.5897765582630976	0.5834935498063559	0.5960595667198393	0.5679619349104469	0.6111346926668793	0.4165064501936443	0.40394043328016066	0.43203806508955306	0.3888653073331207	0.59004199193308	0.5755266781379174	0.17932433503461281	0.1795531165261951	0.1790966275773263	0.409375	0.36249999999999993	0.5897765582630976
batch	27	0.10729782283306122	0.10729776322841644	0.5284743601205582	0.5530374956822776	0.5166940385370895	0.5649662800009245	0.47152563987944185	0.4469625043177226	0.4833059614629105	0.4350337199990755	0.5415481619711511	0.5224465380080575	0.0815861914161272	0.08151185580283564	0.08166031853801403	0.18475378787878788	0.121875	0.5407559279014177	0.5284743601205582	0.5530374956822776	0.5166940385370895	0.5649662800009245	0.47152563987944185	0.4469625043177226	0.4833059614629105	0.4350337199990755	0.5415481619711511	0.5224465380080575	0.0815861914161272	0.08151185580283564	0.08166031853801403	0.18475378787878788	0.121875	0.5407559279014177
batch	28	0.11904515326023102	0.11904509365558624	0.5274851770742479	0.5550473089633735	0.5117017302309463	0.5708211152570881	0.47251482292575214	0.4449526910366265	0.4882982697690536	0.42917888474291205	0.5422144205211461	0.5193497496282212	0.08252750436218562	0.08253248603762117	0.08252284548803428	0.2869791666666666	0.20972222222222223	0.5412662430188107	0.5274851770742479	0.5550473089633735	0.5117017302309463	0.5708211152570881	0.47251482292575214	0.4449526910366265	0.4882982697690536	0.42917888474291205	0.5422144205211461	0.5193497496282212	0.08252750436218562	0.08253248603762117	0.08252284548803428	0.2869791666666666	0.20972222222222223	0.5412662430188107
batch	29	0.07268284261226654	0.07268278300762177	0.6370258572556788	0.6543263291217483	0.6267653435938807	0.6645129871683687	0.3629741427443211	0.3456736708782516	0.37323465640611914	0.33548701283163124	0.6464197591460795	0.6318147317154471	0.291315383452567	0.29135218637742716	0.2912783307622496	0.37500000000000006	0.36250000000000004	0.6456760931887136	0.6370258572556788	0.6543263291217483	0.6267653435938807	0.6645129871683687	0.3629741427443211	0.3456736708782516	0.37323465640611914	0.33548701283163124	0.6464197591460795	0.6318147317154471	0.291315383452567	0.29135218637742716	0.2912783307622496	0.37500000000000006	0.36250000000000004	0.6456760931887136
batch	30	0.07535472512245178	0.075354665517807	0.5215130493394126	0.5523925861303258	0.5151423562459976	0.5594754331541019	0.4784869506605875	0.44760741386967423	0.48485764375400237	0.44052456684589814	0.5380600825285129	0.5182942760319994	0.07426234879919695	0.07390563546973851	0.07461778940009939	0.25	0.190625	0.5369528177348691	0.5215130493394126	0.5523925861303258	0.5151423562459976	0.5594754331541019	0.4784869506605875	0.44760741386967423	0.48485764375400237	0.44052456684589814	0.5380600825285129	0.5182942760319994	0.07426234879919695	0.07390563546973851	0.07461778940009939	0.25	0.190625	0.5369528177348691
batch	31	0.07648231834173203	0.07648225873708725	0.45813557505192637	0.5046106108093059	0.45244875817550184	0.5115730326905421	0.5418644249480736	0.49538938919069403	0.5475512418244983	0.488426967309458	0.4833302666037357	0.45525564491742726	-0.036614746944624	-0.03725381413876773	-0.03597820913395624	0.15893192455692454	0.2284598214285714	0.48137309293061614	0.45813557505192637	0.5046106108093059	0.45244875817550184	0.5115730326905421	0.5418644249480736	0.49538938919069403	0.5475512418244983	0.488426967309458	0.4833302666037357	0.45525564491742726	-0.036614746944624	-0.03725381413876773	-0.03597820913395624	0.15893192455692454	0.2284598214285714	0.48137309293061614
batch	test	0.10779489576816559	0.10779483616352081	0.35774254656589216	0.38133863652581745	0.35763065784269804	0.3819535922185134	0.6422574534341079	0.6186613634741823	0.6423693421573018	0.6180464077814866	0.3699408343667422	0.35768043863009213	-0.2606671455570593	-0.26091881690829033	-0.26041574993878863	0.051407967032967024	0.06372767857142857	0.3695405915458548	0.35774254656589216	0.38133863652581745	0.35763065784269804	0.3819535922185134	0.6422574534341079	0.6186613634741823	0.6423693421573018	0.6180464077814866	0.3699408343667422	0.35768043863009213	-0.2606671455570593	-0.26091881690829033	-0.26041574993878863	0.051407967032967024	0.06372767857142857	0.3695405915458548
batch	test	0.08412295579910278	0.08412289619445801	0.417195164890789	0.43737535755932766	0.416414828292777	0.43851255366602815	0.5828048351092109	0.5626246424406723	0.5835851717072229	0.561487446333972	0.42761815470948633	0.41680294865986206	-0.14525096346906574	-0.14542947754988345	-0.14507261804119498	0.06151371284159597	0.1876240079365079	0.4272852612250583	0.417195164890789	0.43737535755932766	0.416414828292777	0.43851255366602815	0.5828048351092109	0.5626246424406723	0.5835851717072229	0.561487446333972	0.42761815470948633	0.41680294865986206	-0.14525096346906574	-0.14542947754988345	-0.14507261804119498	0.06151371284159597	0.1876240079365079	0.4272852612250583
batch	test	0.06316916644573212	0.06316910684108734	0.47310661343632937	0.49299086483397897	0.4719926330196501	0.4944228916087678	0.5268933865636706	0.507009135166021	0.52800736698035	0.5055771083912323	0.48341569137563967	0.47254528332482126	-0.03374339832891188	-0.033902521729691604	-0.033584475371582115	0.07782698318936755	0.12723214285714285	0.48304873913515417	0.47310661343632937	0.49299086483397897	0.4719926330196501	0.4944228916087678	0.5268933865636706	0.507009135166021	0.52800736698035	0.5055771083912323	0.48341569137563967	0.47254528332482126	-0.03374339832891188	-0.033902521729691604	-0.033584475371582115	0.07782698318936755	0.12723214285714285	0.48304873913515417
