Building model ...
Initializing global variables ... 
Starting training for 32 epochs
Epoch	0	loss	eigenvector_cost	TPR	TNR	PPV	NPV	FNR	FPR	FDR	FOR	ACC	F1	MCC	BM	MK	P@10min	P@10max	AUC	eigenvector_TPR	eigenvector_TNR	eigenvector_PPV	eigenvector_NPV	eigenvector_FNR	eigenvector_FPR	eigenvector_FDR	eigenvector_FOR	eigenvector_ACC	eigenvector_F1	eigenvector_MCC	eigenvector_BM	eigenvector_MK	eigenvector_P@10min	eigenvector_P@10max	eigenvector_AUC
batch	0	0.13826915621757507	0.1382690966129303	0.213355120366561	0.2533826340737861	0.21335721574048677	0.25338008721923233	0.786644879633439	0.7466173659262139	0.7866427842595133	0.7466199127807676	0.234295607884282	0.21335616795672677	-0.5332624712990239	-0.533262245559653	-0.5332626970402808	0.00625	0.00625	0.23336887722017352	0.213355120366561	0.2533826340737861	0.21335721574048677	0.25338008721923233	0.786644879633439	0.7466173659262139	0.7866427842595133	0.7466199127807676	0.234295607884282	0.21335616795672677	-0.5332624712990239	-0.533262245559653	-0.5332626970402808	0.00625	0.00625	0.23336887722017352
batch	1	0.12928849458694458	0.1292884349822998	0.2055102790254061	0.2416915543410719	0.20526691045097564	0.24197923916924485	0.7944897209745939	0.7583084456589281	0.7947330895490243	0.7580207608307552	0.22437664781263456	0.20538684133330576	-0.5527759837455959	-0.5527981666335219	-0.5527538503797794	0.021875	0.021875	0.223600916683239	0.2055102790254061	0.2416915543410719	0.20526691045097564	0.24197923916924485	0.7944897209745939	0.7583084456589281	0.7947330895490243	0.7580207608307552	0.22437664781263456	0.20538684133330576	-0.5527759837455959	-0.5527981666335219	-0.5527538503797794	0.021875	0.021875	0.223600916683239
batch	2	0.12450212985277176	0.12450207024812698	0.1961004210478709	0.243624971703113	0.1961031371131855	0.24362131817247165	0.8038995789521292	0.7563750282968871	0.8038968628868146	0.7563786818275284	0.2213058601189176	0.19610177892410002	-0.5602750759771394	-0.5602746072490161	-0.5602755447143428	0.025	0.025	0.21986269637549194	0.1961004210478709	0.243624971703113	0.1961031371131855	0.24362131817247165	0.8038995789521292	0.7563750282968871	0.8038968628868146	0.7563786818275284	0.2213058601189176	0.19610177892410002	-0.5602750759771394	-0.5602746072490161	-0.5602755447143428	0.025	0.025	0.21986269637549194
batch	3	0.10987210273742676	0.10987204313278198	0.19443461014747468	0.23568681222886817	0.1944369903436085	0.2356839479762256	0.8055653898525252	0.764313187771132	0.8055630096563915	0.7643160520237745	0.21604347111097377	0.19443580005426464	-0.5698788196510727	-0.5698785776236572	-0.5698790616801659	0.025	0.025	0.21506071118817144	0.19443461014747468	0.23568681222886817	0.1944369903436085	0.2356839479762256	0.8055653898525252	0.764313187771132	0.8055630096563915	0.7643160520237745	0.21604347111097377	0.19443580005426464	-0.5698788196510727	-0.5698785776236572	-0.5698790616801659	0.025	0.025	0.21506071118817144
batch	4	0.09899380803108215	0.09899374842643738	0.20584747326157446	0.24429876467534295	0.20570756365292037	0.24446523967567518	0.7941525267384257	0.755701235324657	0.7942924363470798	0.7555347603243249	0.22583220445001895	0.20577689595759924	-0.54984047002503	-0.5498537620630828	-0.5498271966714047	0.040625	0.040625	0.2250731189684587	0.20584747326157446	0.24429876467534295	0.20570756365292037	0.24446523967567518	0.7941525267384257	0.755701235324657	0.7942924363470798	0.7555347603243249	0.22583220445001895	0.20577689595759924	-0.54984047002503	-0.5498537620630828	-0.5498271966714047	0.040625	0.040625	0.2250731189684587
batch	5	0.08528579026460648	0.0852857306599617	0.2112367633910294	0.24771212098567336	0.2112367633910294	0.24771212098567336	0.7887632366089706	0.7522878790143265	0.7887632366089706	0.7522878790143265	0.23039732179272188	0.2112367633910294	-0.5410511156232971	-0.5410511156232971	-0.5410511156232971	0.024999999999999998	0.024999999999999998	0.2294744421883514	0.2112367633910294	0.24771212098567336	0.2112367633910294	0.24771212098567336	0.7887632366089706	0.7522878790143265	0.7887632366089706	0.7522878790143265	0.23039732179272188	0.2112367633910294	-0.5410511156232971	-0.5410511156232971	-0.5410511156232971	0.024999999999999998	0.024999999999999998	0.2294744421883514
batch	6	0.08758673071861267	0.0875866711139679	0.17161934919728108	0.20663624707452885	0.1716204596442252	0.20663492432613087	0.8283806508027188	0.7933637529254711	0.8283795403557748	0.793365075673869	0.189819553187393	0.1716199043625353	-0.6217445098786251	-0.6217444037281901	-0.6217446160296439	0.01875	0.01875	0.189127798135905	0.17161934919728108	0.20663624707452885	0.1716204596442252	0.20663492432613087	0.8283806508027188	0.7933637529254711	0.8283795403557748	0.793365075673869	0.189819553187393	0.1716199043625353	-0.6217445098786251	-0.6217444037281901	-0.6217446160296439	0.01875	0.01875	0.189127798135905
batch	7	0.0637553483247757	0.06375528872013092	0.21189892964232995	0.23456439300807305	0.21189892964232995	0.23456439300807305	0.7881010703576701	0.765435606991927	0.7881010703576701	0.765435606991927	0.2234312200008654	0.21189892964232995	-0.553536677349597	-0.5535366773495969	-0.5535366773495969	0.040625	0.040625	0.2232316613252015	0.21189892964232995	0.23456439300807305	0.21189892964232995	0.23456439300807305	0.7881010703576701	0.765435606991927	0.7881010703576701	0.765435606991927	0.2234312200008654	0.21189892964232995	-0.553536677349597	-0.5535366773495969	-0.5535366773495969	0.040625	0.040625	0.2232316613252015
batch	8	0.06582436710596085	0.06582430750131607	0.19960372493796827	0.23422153990978106	0.19960504513301944	0.23421991873336695	0.8003962750620317	0.7657784600902189	0.8003949548669805	0.7657800812666329	0.21768526910749875	0.19960438493664728	-0.5661748856423969	-0.5661747351522506	-0.5661750361336135	0.021875	0.021875	0.21691263242387465	0.19960372493796827	0.23422153990978106	0.19960504513301944	0.23421991873336695	0.8003962750620317	0.7657784600902189	0.8003949548669805	0.7657800812666329	0.21768526910749875	0.19960438493664728	-0.5661748856423969	-0.5661747351522506	-0.5661750361336135	0.021875	0.021875	0.21691263242387465
batch	9	0.06210637092590332	0.062106307595968246	0.2113353230737241	0.2474420040345335	0.2113348967701555	0.24744195091622315	0.788664676926276	0.7525579959654668	0.7886651032298445	0.752558049083777	0.23032383267230763	0.21133510896840477	-0.5412229126006767	-0.5412226728917424	-0.5412231523136214	0.0625	0.0625	0.2293886635541288	0.2113353230737241	0.2474420040345335	0.2113348967701555	0.24744195091622315	0.788664676926276	0.7525579959654668	0.7886651032298445	0.752558049083777	0.23032383267230763	0.21133510896840477	-0.5412229126006767	-0.5412226728917424	-0.5412231523136214	0.0625	0.0625	0.2293886635541288
batch	10	0.05790717527270317	0.0579071119427681	0.2375909415226983	0.2809169352343599	0.2375909415226983	0.2809169352343599	0.7624090584773014	0.7190830647656401	0.7624090584773014	0.7190830647656401	0.2616255709056196	0.2375909415226983	-0.48149212324294177	-0.48149212324294177	-0.48149212324294177	0.056250000000000015	0.056250000000000015	0.2592539383785291	0.2375909415226983	0.2809169352343599	0.2375909415226983	0.2809169352343599	0.7624090584773014	0.7190830647656401	0.7624090584773014	0.7190830647656401	0.2616255709056196	0.2375909415226983	-0.48149212324294177	-0.48149212324294177	-0.48149212324294177	0.056250000000000015	0.056250000000000015	0.2592539383785291
