Building model ...
Initializing global variables ... 
Starting training for 32 epochs
Epoch	0	loss	degree_cost	TPR	TNR	PPV	NPV	FNR	FPR	FDR	FOR	ACC	F1	MCC	BM	MK	P@10min	P@10max	AUC	degree_TPR	degree_TNR	degree_PPV	degree_NPV	degree_FNR	degree_FPR	degree_FDR	degree_FOR	degree_ACC	degree_F1	degree_MCC	degree_BM	degree_MK	degree_P@10min	degree_P@10max	degree_AUC
batch	0	0.014178563840687275	0.014178501442074776	0.43613339758834263	0.45709548528605076	0.30908401083739806	0.5758168489665278	0.5638666024116573	0.5429045147139493	0.6909159891626021	0.42418315103347215	0.4465020227419993	0.36110657098050786	-0.11119028562600484	-0.10677111712560662	-0.11509914019607406	0.38437499999999997	0.021875	0.44661444143719664	0.43613339758834263	0.45709548528605076	0.30908401083739806	0.5758168489665278	0.5638666024116573	0.5429045147139493	0.6909159891626021	0.42418315103347215	0.4465020227419993	0.36110657098050786	-0.11119028562600484	-0.10677111712560662	-0.11509914019607406	0.38437499999999997	0.021875	0.44661444143719664
batch	1	0.018677745014429092	0.018677683547139168	0.3781424599144833	0.4166589212593593	0.26487599022942077	0.5262158497995798	0.6218575400855165	0.5833410787406407	0.7351240097705792	0.47378415020042025	0.399340856281191	0.31072855260348564	-0.20728137458908927	-0.20519861882615734	-0.20890815997099943	0.303125	0.034374999999999996	0.39740069058692135	0.3781424599144833	0.4166589212593593	0.26487599022942077	0.5262158497995798	0.6218575400855165	0.5833410787406407	0.7351240097705792	0.47378415020042025	0.399340856281191	0.31072855260348564	-0.20728137458908927	-0.20519861882615734	-0.20890815997099943	0.303125	0.034374999999999996	0.39740069058692135
batch	2	0.022722648456692696	0.02272258698940277	0.4027262162779471	0.42570782398925805	0.28243230382529144	0.5345797685629256	0.597273783722053	0.5742921760107421	0.7175676961747086	0.4654202314370745	0.41348582361253233	0.3311089956040735	-0.17763493653677545	-0.17156595973279498	-0.182987927611783	0.36164772727272726	0.021875	0.4142170201336026	0.4027262162779471	0.42570782398925805	0.28243230382529144	0.5345797685629256	0.597273783722053	0.5742921760107421	0.7175676961747086	0.4654202314370745	0.41348582361253233	0.3311089956040735	-0.17763493653677545	-0.17156595973279498	-0.182987927611783	0.36164772727272726	0.021875	0.4142170201336026
batch	3	0.018845124170184135	0.01884506270289421	0.3381653870426976	0.40740891286921166	0.23958062367902105	0.5139284823423639	0.6618346129573025	0.5925910871307883	0.7604193763209788	0.48607151765763623	0.3808254723001849	0.2798383032077851	-0.25045643525422884	-0.25442570008809073	-0.24649089397861518	0.31875	0.034375	0.3727871499559547	0.3381653870426976	0.40740891286921166	0.23958062367902105	0.5139284823423639	0.6618346129573025	0.5925910871307883	0.7604193763209788	0.48607151765763623	0.3808254723001849	0.2798383032077851	-0.25045643525422884	-0.25442570008809073	-0.24649089397861518	0.31875	0.034375	0.3727871499559547
batch	4	0.01588899828493595	0.015888936817646027	0.3935503854209493	0.43264241991562585	0.2712714064300518	0.553723602305138	0.6064496145790508	0.5673575800843741	0.7287285935699481	0.446276397694862	0.4164786193485733	0.32039792265749595	-0.17454029121991368	-0.17380719466342484	-0.17500499126481023	0.42187499999999994	0.05312499999999999	0.41309640266828757	0.3935503854209493	0.43264241991562585	0.2712714064300518	0.553723602305138	0.6064496145790508	0.5673575800843741	0.7287285935699481	0.446276397694862	0.4164786193485733	0.32039792265749595	-0.17454029121991368	-0.17380719466342484	-0.17500499126481023	0.42187499999999994	0.05312499999999999	0.41309640266828757
batch	5	0.015221050940454006	0.015220988541841507	0.37531292662026877	0.4266906331058116	0.26708227998038525	0.5409382409507489	0.6246870733797311	0.5733093668941887	0.7329177200196147	0.45906175904925123	0.40772799501099705	0.3114431919423876	-0.19488313023797332	-0.19799644027391958	-0.191979479068866	0.396875	0.046875	0.4010017798630402	0.37531292662026877	0.4266906331058116	0.26708227998038525	0.5409382409507489	0.6246870733797311	0.5733093668941887	0.7329177200196147	0.45906175904925123	0.40772799501099705	0.3114431919423876	-0.19488313023797332	-0.19799644027391958	-0.191979479068866	0.396875	0.046875	0.4010017798630402
batch	6	0.0308381374925375	0.030838076025247574	0.33271266415181955	0.36759631624248906	0.23838693964180863	0.45684195716967174	0.6672873358481803	0.6324036837575108	0.7616130603581913	0.5431580428303282	0.3507440511423536	0.27693488283346646	-0.30246062375929933	-0.29969101960569133	-0.30477110318851963	0.3875	0.03125	0.35015449019715444	0.33271266415181955	0.36759631624248906	0.23838693964180863	0.45684195716967174	0.6672873358481803	0.6324036837575108	0.7616130603581913	0.5431580428303282	0.3507440511423536	0.27693488283346646	-0.30246062375929933	-0.29969101960569133	-0.30477110318851963	0.3875	0.03125	0.35015449019715444
batch	7	0.024963079020380974	0.02496301755309105	0.28201244395045655	0.3594476076485049	0.21689730011260747	0.44059691648664634	0.7179875560495435	0.6405523923514952	0.7831026998873923	0.5594030835133537	0.3304360541489597	0.2449420242727937	-0.35032159757918363	-0.3585399484010384	-0.3425057834007462	0.340625	0.059375000000000004	0.32073002579948073	0.28201244395045655	0.3594476076485049	0.21689730011260747	0.44059691648664634	0.7179875560495435	0.6405523923514952	0.7831026998873923	0.5594030835133537	0.3304360541489597	0.2449420242727937	-0.35032159757918363	-0.3585399484010384	-0.3425057834007462	0.340625	0.059375000000000004	0.32073002579948073
batch	8	0.023145457729697227	0.023145396262407303	0.3385514723986117	0.3867759121333334	0.24234142393740793	0.4856084509280371	0.6614485276013883	0.6132240878666665	0.7576585760625922	0.5143915490719629	0.36709178166955314	0.2818705455897424	-0.2733823002816279	-0.2746726154680548	-0.27205012513455495	0.43437500000000007	0.059375	0.36266369226597256	0.3385514723986117	0.3867759121333334	0.24234142393740793	0.4856084509280371	0.6614485276013883	0.6132240878666665	0.7576585760625922	0.5143915490719629	0.36709178166955314	0.2818705455897424	-0.2733823002816279	-0.2746726154680548	-0.27205012513455495	0.43437500000000007	0.059375	0.36266369226597256
batch	9	0.02319321408867836	0.023193152621388435	0.3596083442966916	0.3961286941388883	0.2557528733301098	0.4974051198094909	0.6403916557033085	0.6038713058611119	0.7442471266698902	0.502594880190509	0.3800402010065629	0.29813120833491924	-0.24570543248333904	-0.2442629615644201	-0.24684200686039925	0.44375000000000003	0.05312500000000001	0.37786851921778986	0.3596083442966916	0.3961286941388883	0.2557528733301098	0.4974051198094909	0.6403916557033085	0.6038713058611119	0.7442471266698902	0.502594880190509	0.3800402010065629	0.29813120833491924	-0.24570543248333904	-0.2442629615644201	-0.24684200686039925	0.44375000000000003	0.05312500000000001	0.37786851921778986
