Building model ...
Initializing global variables ... 
Starting training for 32 epochs
Epoch	0	loss	degree_cost	ABS	REL	degree_ABS	degree_REL
batch	0	0.019691936671733856	0.019691934809088707	0.09668999284745594	0.6759898355798121	0.09668999284745594	0.6759898355798121
batch	1	0.01655535027384758	0.01655534841120243	0.08608502901370793	0.6824155207915337	0.08608502901370793	0.6824155207915337
batch	2	0.018754011020064354	0.018754009157419205	0.09512640366021391	0.6887728023422962	0.09512640366021391	0.6887728023422962
batch	3	0.015364542603492737	0.015364540740847588	0.08309317262037894	0.673816585309324	0.08309317262037894	0.673816585309324
batch	4	0.01940278150141239	0.019402779638767242	0.09888118071942184	0.7190500339866842	0.09888118071942184	0.7190500339866842
batch	5	0.015115026384592056	0.015115024521946907	0.08123799129854788	0.6455309333858453	0.08123799129854788	0.6455309333858453
batch	6	0.014443852007389069	0.01444385014474392	0.08099336567221814	0.6664176637850412	0.08099336567221814	0.6664176637850412
batch	7	0.0031533120200037956	0.003153309691697359	0.03634640124994529	0.5653701119631731	0.03634640124994529	0.5653701119631731
batch	8	0.016275180503726006	0.016275178641080856	0.08848680213542712	0.6917371820305539	0.08848680213542712	0.6917371820305539
batch	9	0.016004178673028946	0.016004176810383797	0.08270898362796435	0.6442629104474518	0.08270898362796435	0.6442629104474518
batch	10	0.013639124110341072	0.013639122247695923	0.07247203278827398	0.6201500650784642	0.07247203278827398	0.6201500650784642
batch	11	0.016344711184501648	0.0163447093218565	0.08283055284115083	0.6347982841370109	0.08283055284115083	0.6347982841370109
batch	12	0.022078735753893852	0.022078733891248703	0.10786920423363171	0.7090990577532926	0.10786920423363171	0.7090990577532926
batch	13	0.019720427691936493	0.019720425829291344	0.09791363717246575	0.6723316659980019	0.09791363717246575	0.6723316659980019
batch	14	0.02004777081310749	0.02004776895046234	0.09782292507890122	0.6708571175781026	0.09782292507890122	0.6708571175781026
batch	15	0.01610337384045124	0.01610337197780609	0.08123759405022069	0.6200500686396608	0.08123759405022069	0.6200500686396608
batch	16	0.016140524297952652	0.016140522435307503	0.08704531445900694	0.6820489062910797	0.08704531445900694	0.6820489062910797
batch	17	0.018578624352812767	0.018578622490167618	0.09308322155934529	0.6692543529795635	0.09308322155934529	0.6692543529795635
batch	18	0.01575327105820179	0.01575326919555664	0.08553884300895767	0.6926663370149909	0.08553884300895767	0.6926663370149909
batch	19	0.029347512871026993	0.029347511008381844	0.13246224609092977	0.7570327469394145	0.13246224609092977	0.7570327469394145
batch	20	0.017344588413834572	0.017344586551189423	0.0863416072376852	0.6471898609081848	0.0863416072376852	0.6471898609081848
batch	21	0.011903630569577217	0.011903628706932068	0.07132674162639434	0.6704870240243592	0.07132674162639434	0.6704870240243592
batch	22	0.027104048058390617	0.027104046195745468	0.12447280281977117	0.7592753014868604	0.12447280281977117	0.7592753014868604
batch	23	0.0178814809769392	0.017881479114294052	0.09289126549132071	0.6859120665468877	0.09289126549132071	0.6859120665468877
batch	24	0.01881093718111515	0.01881093531847	0.09768031962221597	0.7158904548252395	0.09768031962221597	0.7158904548252395
batch	25	0.01746455952525139	0.01746455766260624	0.08659025204434598	0.6867568253871277	0.08659025204434598	0.6867568253871277
batch	26	0.011478271335363388	0.011478269472718239	0.06690629722340775	0.6204661773519629	0.06690629722340775	0.6204661773519629
batch	27	0.018515709787607193	0.018515707924962044	0.09433850575628769	0.6625112777304808	0.09433850575628769	0.6625112777304808
batch	28	0.021872980520129204	0.021872978657484055	0.10618231538182892	0.6826044006343885	0.10618231538182892	0.6826044006343885
batch	29	0.016285935416817665	0.016285933554172516	0.08234183758876086	0.6413929980790074	0.08234183758876086	0.6413929980790074
batch	30	0.019264111295342445	0.019264109432697296	0.09533260973617727	0.662974381080601	0.09533260973617727	0.662974381080601
batch	31	0.025998709723353386	0.025998707860708237	0.12435044099607782	0.7610704500806822	0.12435044099607782	0.7610704500806822
batch	test	0.027623960748314857	0.027623958885669708	0.08137761008992173	1.3009976669403511	0.08137761008992173	1.3009976669403511
batch	test	0.036958854645490646	0.03695885092020035	0.10390045175302197	0.9729397249836441	0.10390045175302197	0.9729397249836441
batch	test	0.036386508494615555	0.036386504769325256	0.10191833506091391	0.8412878742832122	0.10191833506091391	0.8412878742832122
batch	test	0.027685165405273438	0.02768516354262829	0.08093675423899833	1.2678840189286897	0.08093675423899833	1.2678840189286897
batch	test	0.05483400449156761	0.05483400076627731	0.14980370457583794	1.2664612459715598	0.14980370457583794	1.2664612459715598
batch	test	0.04150436446070671	0.04150436073541641	0.11555014904239591	1.288038803437598	0.11555014904239591	1.288038803437598
batch	test	0.04117568954825401	0.041175685822963715	0.11552000216989533	1.223230132099648	0.11552000216989533	1.223230132099648
batch	test	0.02754497528076172	0.02754497341811657	0.08029406645660772	1.4422090167997894	0.08029406645660772	1.4422090167997894
EPOCH	summary	0.017701225326163694	0.01770122344896663	0.0905212465516387	0.6743182312552212	0.0905212465516387	0.6743182312552212	0.03671419038437307	0.0367141873575747	0.1036626341734491	1.2003810604305616	0.1036626341734491	1.2003810604305616
SAVING MODEL WEIGHTS TO centrality-degree
Epoch	1	loss	degree_cost	ABS	REL	degree_ABS	degree_REL
batch	0	0.02448231168091297	0.024482309818267822	0.11743581260687776	0.7373728780758418	0.11743581260687776	0.7373728780758418
batch	1	0.01564500667154789	0.01564500480890274	0.08179220526290942	0.6499963525303593	0.08179220526290942	0.6499963525303593
batch	2	0.019017431885004044	0.019017430022358894	0.09054466864216058	0.6383107682735941	0.09054466864216058	0.6383107682735941
batch	3	0.013854904100298882	0.013854902237653732	0.07407195825258006	0.5870595448344559	0.07407195825258006	0.5870595448344559
batch	4	0.016649754717946053	0.016649752855300903	0.08641582874724703	0.6518703616568566	0.08641582874724703	0.6518703616568566
batch	5	0.017728405073285103	0.017728403210639954	0.08706942668089106	0.6548704733178966	0.08706942668089106	0.6548704733178966
batch	6	0.018244018778204918	0.01824401691555977	0.0923689270547479	0.7114479930609232	0.0923689270547479	0.7114479930609232
batch	7	0.018095577135682106	0.018095575273036957	0.09335703474418763	0.6718686926729232	0.09335703474418763	0.6718686926729232
batch	8	0.009770374745130539	0.00977037288248539	0.0622298541629565	0.6219264565607586	0.0622298541629565	0.6219264565607586
batch	9	0.015181327238678932	0.015181325376033783	0.07980134899276625	0.6357118305351611	0.07980134899276625	0.6357118305351611
batch	10	0.019133077934384346	0.019133076071739197	0.0959576261342255	0.658811534427909	0.0959576261342255	0.658811534427909
batch	11	0.01563235931098461	0.015632357448339462	0.08572550385376472	0.635237746559856	0.08572550385376472	0.635237746559856
batch	12	0.023355534300208092	0.023355532437562943	0.10766490693469796	0.7091776358598407	0.10766490693469796	0.7091776358598407
batch	13	0.018281301483511925	0.018281299620866776	0.09075967346207785	0.6904368393223859	0.09075967346207785	0.6904368393223859
batch	14	0.016769886016845703	0.016769884154200554	0.08646776474788719	0.6352840636181563	0.08646776474788719	0.6352840636181563
batch	15	0.018604015931487083	0.018604014068841934	0.09038269525313086	0.6530291904160023	0.09038269525313086	0.6530291904160023
batch	16	0.013403687626123428	0.013403685763478279	0.07588783066019751	0.6572295122036715	0.07588783066019751	0.6572295122036715
batch	17	0.015300337225198746	0.015300335362553596	0.0796661406311416	0.6396298400724886	0.0796661406311416	0.6396298400724886
batch	18	0.015196764841675758	0.015196762979030609	0.08340965999973524	0.6659908178766124	0.08340965999973524	0.6659908178766124
batch	19	0.02430800534784794	0.02430800348520279	0.11448177216980887	0.7002696510967052	0.11448177216980887	0.7002696510967052
batch	20	0.01903262734413147	0.01903262548148632	0.09458690866997461	0.6729630561565866	0.09458690866997461	0.6729630561565866
batch	21	0.019510988146066666	0.019510986283421516	0.09257539444126275	0.6284747622634295	0.09257539444126275	0.6284747622634295
batch	22	0.02080073393881321	0.02080073207616806	0.10455177037016528	0.6919300004356824	0.10455177037016528	0.6919300004356824
batch	23	0.015677934512495995	0.015677932649850845	0.08065698941592546	0.633673167294107	0.08065698941592546	0.633673167294107
batch	24	0.017961034551262856	0.017961032688617706	0.09117490763645206	0.6825875885990801	0.09117490763645206	0.6825875885990801
batch	25	0.018787095323204994	0.018787093460559845	0.09353692368858166	0.6620214693527802	0.09353692368858166	0.6620214693527802
batch	26	0.015031665563583374	0.015031663700938225	0.0781313507774771	0.6628989331945849	0.0781313507774771	0.6628989331945849
batch	27	0.015450766310095787	0.015450764447450638	0.08305161182223031	0.6150578856499356	0.08305161182223031	0.6150578856499356
batch	28	0.015995819121599197	0.015995817258954048	0.08125675738058656	0.6234345711939988	0.08125675738058656	0.6234345711939988
batch	29	0.021876825019717216	0.021876823157072067	0.10440388555401273	0.6643373932202975	0.10440388555401273	0.6643373932202975
batch	30	0.019631631672382355	0.019631629809737206	0.09432170785197613	0.6409347213857405	0.09432170785197613	0.6409347213857405
batch	31	0.025455376133322716	0.025455374270677567	0.12546593310963347	0.789455825319637	0.12546593310963347	0.789455825319637
batch	test	0.03587890788912773	0.03587890416383743	0.1033218612942894	1.3443571202658537	0.1033218612942894	1.3443571202658537
batch	test	0.049933526664972305	0.04993352293968201	0.13944360943394477	1.6330201272188793	0.13944360943394477	1.6330201272188793
batch	test	0.027292875573039055	0.027292873710393906	0.08044975772341621	1.1577130608268098	0.08044975772341621	1.1577130608268098
batch	test	0.041003596037626266	0.04100359231233597	0.11536287882249581	1.2868474879426217	0.11536287882249581	1.2868474879426217
batch	test	0.009239554405212402	0.009239552542567253	0.03386839804833759	1.2751589160918806	0.03386839804833759	1.2751589160918806
batch	test	0.049780141562223434	0.049780137836933136	0.13807632407215237	1.4691175929133948	0.13807632407215237	1.4691175929133948
batch	test	0.04066676273941994	0.04066675901412964	0.1143975357151513	1.1259990264652504	0.1143975357151513	1.1259990264652504
batch	test	0.03646848723292351	0.03646848350763321	0.10388251861869086	1.3973214848178088	0.10388251861869086	1.3973214848178088
EPOCH	summary	0.01793333061505109	0.01793332875240594	0.09060014936600841	0.6616656736574456	0.09060014936600841	0.6616656736574456	0.03628298151306808	0.03628297825343907	0.10360036046605978	1.3361918520678124	0.10360036046605978	1.3361918520678124
SAVING MODEL WEIGHTS TO centrality-degree
Epoch	2	loss	degree_cost	ABS	REL	degree_ABS	degree_REL
batch	0	0.019770661368966103	0.019770659506320953	0.09856583723632278	0.6667707858237318	0.09856583723632278	0.6667707858237318
batch	1	0.023126749321818352	0.023126747459173203	0.11001050018809448	0.6999259376737155	0.11001050018809448	0.6999259376737155
batch	2	0.01911945454776287	0.01911945268511772	0.09375913482234484	0.7099316504076036	0.09375913482234484	0.7099316504076036
batch	3	0.012317627668380737	0.012317625805735588	0.07336789821634102	0.6643990988512484	0.07336789821634102	0.6643990988512484
batch	4	0.010852830484509468	0.010852828621864319	0.06501414735718603	0.6056343379788363	0.06501414735718603	0.6056343379788363
batch	5	0.017562733963131905	0.017562732100486755	0.0863998542793626	0.6169696749442972	0.0863998542793626	0.6169696749442972
batch	6	0.01300480030477047	0.01300479844212532	0.06921342918935872	0.5566110620403576	0.06921342918935872	0.5566110620403576
batch	7	0.011721549555659294	0.011721547693014145	0.07104212778930992	0.6279467430752999	0.07104212778930992	0.6279467430752999
batch	8	0.014377137646079063	0.014377135783433914	0.07859352054966615	0.6331821170772991	0.07859352054966615	0.6331821170772991
batch	9	0.011721971444785595	0.011721969582140446	0.06484052021119316	0.6183781363788686	0.06484052021119316	0.6183781363788686
batch	10	0.024491341784596443	0.024491339921951294	0.11692661099778845	0.7436524281961809	0.11692661099778845	0.7436524281961809
batch	11	0.01868477463722229	0.01868477277457714	0.09636830366113336	0.6631536088455099	0.09636830366113336	0.6631536088455099
batch	12	0.020174428820610046	0.020174426957964897	0.09869839050670869	0.6545363664524326	0.09869839050670869	0.6545363664524326
batch	13	0.013275941833853722	0.013275939971208572	0.07502771943343316	0.6491077003945029	0.07502771943343316	0.6491077003945029
batch	14	0.02283119596540928	0.02283119410276413	0.10958353041219036	0.6585816736412949	0.10958353041219036	0.6585816736412949
batch	15	0.014104378409683704	0.014104376547038555	0.07833437972755802	0.6658544119117695	0.07833437972755802	0.6658544119117695
batch	16	0.016368983313441277	0.016368981450796127	0.08547611221319548	0.591397977168432	0.08547611221319548	0.591397977168432
batch	17	0.020154442638158798	0.02015444077551365	0.09956704991041417	0.6821385846152074	0.09956704991041417	0.6821385846152074
batch	18	0.012469889596104622	0.012469887733459473	0.07289295282159504	0.617174434495783	0.07289295282159504	0.617174434495783
batch	19	0.011330990120768547	0.011330988258123398	0.06330107766939473	0.5781875361231334	0.06330107766939473	0.5781875361231334
batch	20	0.015620807185769081	0.015620805323123932	0.07721873965491843	0.6400345552035285	0.07721873965491843	0.6400345552035285
batch	21	0.01633814536035061	0.01633814349770546	0.08280588877043574	0.67538878765334	0.08280588877043574	0.67538878765334
batch	22	0.014143034815788269	0.01414303295314312	0.07922740891279943	0.6630641853842854	0.07922740891279943	0.6630641853842854
batch	23	0.012771686539053917	0.012771684676408768	0.06974453891917205	0.5424085666179631	0.06974453891917205	0.5424085666179631
batch	24	0.015757618471980095	0.015757616609334946	0.08179983409467213	0.6750897114435258	0.08179983409467213	0.6750897114435258
batch	25	0.009797018021345139	0.00979701615869999	0.059383351354789844	0.5714143134669507	0.059383351354789844	0.5714143134669507
batch	26	0.01652587205171585	0.0165258701890707	0.0907609978558654	0.6721633724208314	0.0907609978558654	0.6721633724208314
batch	27	0.015087272971868515	0.015087271109223366	0.08416127442300932	0.6852931234214463	0.08416127442300932	0.6852931234214463
batch	28	0.011812056414783001	0.011812054552137852	0.0673321717316323	0.6384980456993289	0.0673321717316323	0.6384980456993289
batch	29	0.012010760605335236	0.012010758742690086	0.06714250641381891	0.6273837199972482	0.06714250641381891	0.6273837199972482
batch	30	0.012362996116280556	0.012362994253635406	0.06757867149426552	0.6221307468646231	0.06757867149426552	0.6221307468646231
batch	31	0.02325773425400257	0.023257732391357422	0.10782538869774087	0.7227293315266067	0.10782538869774087	0.7227293315266067
batch	test	0.03171992301940918	0.03171991929411888	0.09319572276252491	1.7843347640984561	0.09319572276252491	1.7843347640984561
batch	test	0.04470384120941162	0.04470383748412132	0.1255600464728635	0.9313361805912881	0.1255600464728635	0.9313361805912881
batch	test	0.009239086881279945	0.009239085018634796	0.037222752832300844	1.987303736965511	0.037222752832300844	1.987303736965511
batch	test	0.04927070811390877	0.04927070438861847	0.1371206645691537	1.2605900420751563	0.1371206645691537	1.2605900420751563
batch	test	0.03152255713939667	0.03152255341410637	0.09225434181663472	1.3590241497040012	0.09225434181663472	1.3590241497040012
batch	test	0.03580848127603531	0.03580847755074501	0.10348448555187087	1.4494342497860029	0.10348448555187087	1.4494342497860029
batch	test	0.03122595138847828	0.03122594952583313	0.09149674170157755	1.1649948813092603	0.09149674170157755	1.1649948813092603
batch	test	0.05354786291718483	0.05354785919189453	0.1497994713760472	1.8752919648774582	0.1497994713760472	1.8752919648774582
EPOCH	summary	0.015717090194812045	0.015717088332166895	0.08256137092236597	0.6449728976810994	0.08256137092236597	0.6449728976810994	0.035879801493138075	0.035879798233509064	0.10376677838537166	1.4765387461758919	0.10376677838537166	1.4765387461758919
SAVING MODEL WEIGHTS TO centrality-degree
Epoch	3	loss	degree_cost	ABS	REL	degree_ABS	degree_REL
batch	0	0.020340124145150185	0.020340122282505035	0.09653771006437104	0.66950000396239	0.09653771006437104	0.66950000396239
batch	1	0.017106739804148674	0.017106737941503525	0.0921564334804483	0.6400139561626693	0.0921564334804483	0.6400139561626693
batch	2	0.014225248247385025	0.014225246384739876	0.07697909458302249	0.6448064554237156	0.07697909458302249	0.6448064554237156
batch	3	0.025919234380126	0.02591923251748085	0.12220524544126274	0.7062942341638121	0.12220524544126274	0.7062942341638121
batch	4	0.010756313800811768	0.010756311938166618	0.06662283469136368	0.6039065252949541	0.06662283469136368	0.6039065252949541
batch	5	0.020830200985074043	0.020830199122428894	0.09934594504276274	0.7344417730651829	0.09934594504276274	0.7344417730651829
batch	6	0.012996832840144634	0.012996830977499485	0.06947975145943223	0.6048333052541908	0.06947975145943223	0.6048333052541908
batch	7	0.007633932866156101	0.007633930537849665	0.05251118550705912	0.650635015628324	0.05251118550705912	0.650635015628324
batch	8	0.0218092892318964	0.02180928736925125	0.10616198047733921	0.6969227960769562	0.10616198047733921	0.6969227960769562
batch	9	0.02251577191054821	0.02251577004790306	0.10915573353734587	0.6549191179231573	0.10915573353734587	0.6549191179231573
batch	10	0.01844932697713375	0.0184493251144886	0.09284145701703493	0.6603876578743157	0.09284145701703493	0.6603876578743157
batch	11	0.016702352091670036	0.016702350229024887	0.08833544077619801	0.595079959272577	0.08833544077619801	0.595079959272577
batch	12	0.020692750811576843	0.020692748948931694	0.10197346024163763	0.6457091324809114	0.10197346024163763	0.6457091324809114
batch	13	0.01754365675151348	0.017543654888868332	0.08760481989220932	0.6240047020144107	0.08760481989220932	0.6240047020144107
batch	14	0.013579434715211391	0.013579432852566242	0.07274896542254954	0.6617765623887183	0.07274896542254954	0.6617765623887183
batch	15	0.0129921305924654	0.012992128729820251	0.07102579194241543	0.6717853783898997	0.07102579194241543	0.6717853783898997
batch	16	0.011766385287046432	0.011766383424401283	0.06737403625350724	0.7126284272676556	0.06737403625350724	0.7126284272676556
batch	17	0.01748104952275753	0.01748104766011238	0.0887296546279769	0.7026172182203869	0.0887296546279769	0.7026172182203869
batch	18	0.016272125765681267	0.016272123903036118	0.08448602614672229	0.647782810128977	0.08448602614672229	0.647782810128977
batch	19	0.018214212730526924	0.018214210867881775	0.08972720087222412	0.5813585853245031	0.08972720087222412	0.5813585853245031
batch	20	0.01640179008245468	0.016401788219809532	0.08584658844832867	0.611391092552151	0.08584658844832867	0.611391092552151
batch	21	0.016584454104304314	0.016584452241659164	0.08918207413252714	0.6980093556435871	0.08918207413252714	0.6980093556435871
batch	22	0.019092852249741554	0.019092850387096405	0.09550071516056499	0.6615148300235663	0.09550071516056499	0.6615148300235663
