Building model ...
Initializing global variables ... 
Starting training for 32 epochs
Epoch	0	loss	eigenvector_cost	ABS	REL	eigenvector_ABS	eigenvector_REL
batch	29	0.0041694436222314835	0.00416938029229641	0.04284527285259733	55929924105.58234	0.04284527285259733	55929924105.58234
batch	30	0.0029245824553072453	0.0029245191253721714	0.03462131226453383	80245632182123.45	0.03462131226453383	80245632182123.45
batch	31	0.002938660327345133	0.002938596997410059	0.03663482923444894	2903556090698.742	0.03663482923444894	2903556090698.742
batch	test	0.0026870123110711575	0.0026869489811360836	0.041991301961012195	7.793515710451896e+17	0.041991301961012195	7.793515710451896e+17
batch	test	0.0026053916662931442	0.0026053283363580704	0.04176011084580298	2502870437721212.0	0.04176011084580298	2502870437721212.0
batch	test	0.002433881862089038	0.002433818532153964	0.040343856537111526	1.396867352284694e+16	0.040343856537111526	1.396867352284694e+16
batch	test	0.0029002761002629995	0.0029002127703279257	0.04356658714815636	2.1476050095039206e+17	0.04356658714815636	2.1476050095039206e+17
batch	test	0.003098811488598585	0.0030987481586635113	0.0474368837954113	1.0027241498334359e+20	0.0474368837954113	1.0027241498334359e+20
batch	test	0.0026828129775822163	0.0026827496476471424	0.041868157217756406	339502113641800.5	0.041868157217756406	339502113641800.5
batch	test	0.003221159800887108	0.003221096470952034	0.047221476497467406	9337828320462056.0	0.047221476497467406	9337828320462056.0
batch	test	0.0028330525383353233	0.0028329892084002495	0.04310898140507807	5438724672986341.0	0.04310898140507807	5438724672986341.0
EPOCH	summary	0.011370222753612325	0.01137015942367725	0.07442561439995987	22639186646360.43	0.07442561439995987	22639186646360.43	0.0028077998431399465	0.0028077365132048726	0.04341216942597453	1.2662264331800852e+19	0.04341216942597453	1.2662264331800852e+19
SAVING MODEL WEIGHTS TO centrality-eigenvector
Epoch	1	loss	eigenvector_cost	ABS	REL	eigenvector_ABS	eigenvector_REL
batch	0	0.002667185850441456	0.002667122520506382	0.034918673372481945	148628582.7167897	0.034918673372481945	148628582.7167897
batch	1	0.0037450736854225397	0.003745010355487466	0.039311639291621014	2158356769872.1492	0.039311639291621014	2158356769872.1492
batch	2	0.0034277713857591152	0.0034277080558240414	0.03821018849858834	460067160481.7386	0.03821018849858834	460067160481.7386
batch	3	0.0031106616370379925	0.0031105983071029186	0.03572751169938384	15542803.901813202	0.03572751169938384	15542803.901813202
batch	4	0.004068623296916485	0.004068559966981411	0.04192327858765619	2843470769.5936284	0.04192327858765619	2843470769.5936284
batch	5	0.003492379793897271	0.0034923164639621973	0.03760942303035957	24765671023.956467	0.03760942303035957	24765671023.956467
batch	6	0.0031089300755411386	0.003108866745606065	0.03874835988103705	11727818501756.611	0.03874835988103705	11727818501756.611
batch	7	0.0032437252812087536	0.0032436619512736797	0.03752487281850123	152876312.81718457	0.03752487281850123	152876312.81718457
batch	8	0.0033203924540430307	0.003320329124107957	0.03789907264634611	1449883893.3217742	0.03789907264634611	1449883893.3217742
batch	9	0.0041847736574709415	0.004184710327535868	0.04274770012548986	2633453564001.7812	0.04274770012548986	2633453564001.7812
batch	10	0.003532028291374445	0.003531964961439371	0.039573615076188465	707942357.326785	0.039573615076188465	707942357.326785
batch	11	0.002939752768725157	0.002939689438790083	0.038918810448045696	4413053.974255586	0.038918810448045696	4413053.974255586
batch	12	0.003833760041743517	0.003833696711808443	0.04208413804814627	242109836.5846322	0.04208413804814627	242109836.5846322
batch	13	0.0033206548541784286	0.003320591524243355	0.03979288723938488	36263957857090.49	0.03979288723938488	36263957857090.49
batch	14	0.002813332248479128	0.002813268918544054	0.03675333209899383	665287630.6602546	0.03675333209899383	665287630.6602546
batch	15	0.0028162766247987747	0.002816213294863701	0.038150971682318915	7990959120.593604	0.038150971682318915	7990959120.593604
batch	16	0.002968701533973217	0.002968638204038143	0.037547648233359626	41563683027.05358	0.037547648233359626	41563683027.05358
batch	17	0.0034152548760175705	0.0034151915460824966	0.03995890722045446	4913557294372.547	0.03995890722045446	4913557294372.547
batch	18	0.002559046261012554	0.0025589829310774803	0.03532717689974851	124619950.52815759	0.03532717689974851	124619950.52815759
batch	19	0.002418759511783719	0.002418696181848645	0.035860970419421316	2737190709.7158566	0.035860970419421316	2737190709.7158566
batch	20	0.003303208854049444	0.0033031455241143703	0.03809902259630162	3370356262.612723	0.03809902259630162	3370356262.612723
batch	21	0.003359250957146287	0.003359187627211213	0.03804201528563304	160708227104.21823	0.03804201528563304	160708227104.21823
batch	22	0.002261712681502104	0.00226164935156703	0.034008530480947076	4056267.8422779967	0.034008530480947076	4056267.8422779967
batch	23	0.00327851390466094	0.0032784505747258663	0.03963518180662852	1373211640165.815	0.03963518180662852	1373211640165.815
batch	24	0.0026473021134734154	0.0026472387835383415	0.03682843758741539	99663415982.77898	0.03682843758741539	99663415982.77898
batch	25	0.003449243027716875	0.0034491796977818012	0.036781240550371644	482702100.4706347	0.036781240550371644	482702100.4706347
batch	26	0.00297661405056715	0.0029765507206320763	0.037581738740051975	242801034004.75082	0.037581738740051975	242801034004.75082
batch	27	0.0033471384085714817	0.003347075078636408	0.03815347174373242	6250379506.818791	0.03815347174373242	6250379506.818791
batch	28	0.002233662409707904	0.00223359907977283	0.03404199073631923	28201868340.591507	0.03404199073631923	28201868340.591507
batch	29	0.0034915884025394917	0.003491525072604418	0.03821194255865014	15378781682.079521	0.03821194255865014	15378781682.079521
batch	30	0.0025349557399749756	0.0025348924100399017	0.03226448742588192	8103085190.288836	0.03226448742588192	8103085190.288836
batch	31	0.002939445897936821	0.002939382568001747	0.03798872973206266	16673387882.945583	0.03798872973206266	16673387882.945583
batch	test	0.00444946251809597	0.004449399188160896	0.0565336269282122	2133918084613734.2	0.0565336269282122	2133918084613734.2
batch	test	0.0049193426966667175	0.004919279366731644	0.05998328256596772	1.7889880387738234e+17	0.05998328256596772	1.7889880387738234e+17
batch	test	0.0042288415133953094	0.004228778183460236	0.05407954126350327	46483175893835.734	0.05407954126350327	46483175893835.734
batch	test	0.004078595899045467	0.0040785325691103935	0.054610332684687436	4684809930250757.0	0.054610332684687436	4684809930250757.0
batch	test	0.0034240754321217537	0.00342401210218668	0.047883702360733346	7806922384763159.0	0.047883702360733346	7806922384763159.0
batch	test	0.004820349160581827	0.004820285830646753	0.05953431409320143	8.517887580874949e+19	0.05953431409320143	8.517887580874949e+19
batch	test	0.0039231544360518456	0.003923091106116772	0.053336032890152055	6.630757178564657e+17	0.053336032890152055	6.630757178564657e+17
batch	test	0.004228236619383097	0.004228173289448023	0.05572526080179522	4346343196864132.5	0.05572526080179522	4346343196864132.5
EPOCH	summary	0.003150303768052254	0.00315024043811718	0.03781956145504759	1881108511285.6028	0.03781956145504759	1881108511285.6028	0.0042590072844177485	0.004258943954482675	0.055210761698531584	1.0754983600906965e+19	0.055210761698531584	1.0754983600906965e+19
SAVING MODEL WEIGHTS TO centrality-eigenvector
Epoch	2	loss	eigenvector_cost	ABS	REL	eigenvector_ABS	eigenvector_REL
batch	0	0.003464762819930911	0.003464699489995837	0.04071169532617502	25035852076.88815	0.04071169532617502	25035852076.88815
batch	1	0.0030442695133388042	0.0030442061834037304	0.0346654201441786	6146431583.11286	0.0346654201441786	6146431583.11286
batch	2	0.0027128246147185564	0.0027127612847834826	0.035360119658846514	15520710980.320526	0.035360119658846514	15520710980.320526
batch	3	0.0032524853013455868	0.003252421971410513	0.037895874568092916	19716224461.643047	0.037895874568092916	19716224461.643047
batch	4	0.002941531129181385	0.002941467799246311	0.03587313787388535	42576389904.00046	0.03587313787388535	42576389904.00046
batch	5	0.0042210528627038	0.004220989532768726	0.039859194650670865	3513261480.947695	0.039859194650670865	3513261480.947695
batch	6	0.004281789995729923	0.004281726665794849	0.040178364587856556	305664272.12702155	0.040178364587856556	305664272.12702155
batch	7	0.0034006182104349136	0.0034005548804998398	0.03841085598921747	23124246425.819023	0.03841085598921747	23124246425.819023
batch	8	0.0034332070499658585	0.0034331437200307846	0.038136326100362036	2650776176132.4336	0.038136326100362036	2650776176132.4336
batch	9	0.002856491133570671	0.0028564278036355972	0.03520059481583466	1935490124768543.5	0.03520059481583466	1935490124768543.5
batch	10	0.0027295765466988087	0.002729513216763735	0.03519421577523574	90106377793.30496	0.03519421577523574	90106377793.30496
batch	11	0.0029820911586284637	0.00298202782869339	0.034901685666888484	56542475.97533892	0.034901685666888484	56542475.97533892
batch	12	0.0032019366044551134	0.0032018732745200396	0.03635803683100532	1744748156964696.0	0.03635803683100532	1744748156964696.0
batch	13	0.0030953092500567436	0.0030952459201216698	0.03725746181877879	3666326851.4828916	0.03725746181877879	3666326851.4828916
batch	14	0.002618179190903902	0.002618115860968828	0.03447383691417225	80822028281.52861	0.03447383691417225	80822028281.52861
batch	15	0.0032006942201405764	0.0032006308902055025	0.03821872638571555	1769310069222.347	0.03821872638571555	1769310069222.347
batch	16	0.003913444932550192	0.003913381602615118	0.03745421301913744	12983389.192376068	0.03745421301913744	12983389.192376068
batch	17	0.0029912658501416445	0.0029912025202065706	0.03790366372530839	103506804477.97751	0.03790366372530839	103506804477.97751
batch	18	0.0027442690916359425	0.0027442057617008686	0.036199937227253336	125402582825.82143	0.036199937227253336	125402582825.82143
batch	19	0.0029005068354308605	0.0029004435054957867	0.03511320738353668	589139535.6393473	0.03511320738353668	589139535.6393473
batch	20	0.0025218219961971045	0.0025217586662620306	0.0348475870726941	7339887636.155836	0.0348475870726941	7339887636.155836
batch	21	0.003575515002012253	0.003575451672077179	0.038672441640116066	483905818879772.5	0.038672441640116066	483905818879772.5
batch	22	0.002869908232241869	0.002869844902306795	0.035060143929772775	448605330840.88776	0.035060143929772775	448605330840.88776
batch	23	0.003115082159638405	0.003115018829703331	0.03564329600233917	50414841.50709498	0.03564329600233917	50414841.50709498
batch	24	0.002967052161693573	0.002966988831758499	0.03730702813272601	1226765844.5757551	0.03730702813272601	1226765844.5757551
batch	25	0.003291805973276496	0.003291742643341422	0.036879398758255424	150911186262.92538	0.036879398758255424	150911186262.92538
batch	26	0.002319936640560627	0.002319873310625553	0.032402823302784	6738338.047209759	0.032402823302784	6738338.047209759
batch	27	0.0028722865972667933	0.0028722232673317194	0.036396958982919794	928671115031.4529	0.036396958982919794	928671115031.4529
batch	28	0.0032969319727271795	0.0032968686427921057	0.038097833450328224	25953005034.842724	0.038097833450328224	25953005034.842724
batch	29	0.002518241759389639	0.002518178429454565	0.03353278129628558	1912132051658.8354	0.03353278129628558	1912132051658.8354
batch	30	0.00374293839558959	0.0037428750656545162	0.04016241499116841	1276337274612.4812	0.04016241499116841	1276337274612.4812
batch	31	0.0032765769865363836	0.0032765136566013098	0.03700442526283249	4.5846351352709704e+16	0.03700442526283249	4.5846351352709704e+16
batch	test	0.0044937534257769585	0.004493690095841885	0.05645908130548721	2874407882471429.0	0.05645908130548721	2874407882471429.0
batch	test	0.004677338059991598	0.004677274730056524	0.0583787623643134	1.3252224878087334e+17	0.0583787623643134	1.3252224878087334e+17
batch	test	0.0043914346024394035	0.00439137127250433	0.05316316805153069	4.8721249071440614e+17	0.05316316805153069	4.8721249071440614e+17
batch	test	0.004791067447513342	0.004791004117578268	0.05944947656022321	3264121714077636.5	0.05944947656022321	3264121714077636.5
batch	test	0.004163061268627644	0.00416299793869257	0.05389765313480465	1.2975716408065596e+16	0.05389765313480465	1.2975716408065596e+16
batch	test	0.004858681932091713	0.004858618602156639	0.05925284080512528	1625562926115516.0	0.05925284080512528	1625562926115516.0
batch	test	0.004524041432887316	0.004523978102952242	0.056694102587361406	5.716421363892728e+19	0.056694102587361406	5.716421363892728e+19
batch	test	0.00562232406809926	0.0056222607381641865	0.06483757148535835	4.22581442480253e+16	0.06483757148535835	4.22581442480253e+16
EPOCH	summary	0.003136075130896643	0.003136011800961569	0.036730428165136685	1563131464840781.0	0.036730428165136685	1563131464840781.0	0.004690212779678404	0.0046901494497433305	0.057766582036775524	7.230868291450164e+18	0.057766582036775524	7.230868291450164e+18
SAVING MODEL WEIGHTS TO centrality-eigenvector
Epoch	3	loss	eigenvector_cost	ABS	REL	eigenvector_ABS	eigenvector_REL
batch	0	0.002507209312170744	0.00250714598223567	0.03445696411695716	115886303002.87692	0.03445696411695716	115886303002.87692
batch	1	0.0029692896641790867	0.002969226334244013	0.03822508811900088	1990419579.5083034	0.03822508811900088	1990419579.5083034
batch	2	0.0027976264245808125	0.0027975630946457386	0.03662917119073083	2746058205750.8467	0.03662917119073083	2746058205750.8467
batch	3	0.002643296495079994	0.0026432331651449203	0.03617059444036549	620735305.0782785	0.03617059444036549	620735305.0782785
batch	4	0.003152820048853755	0.003152756718918681	0.0378294192989085	469156277425.1835	0.0378294192989085	469156277425.1835
batch	5	0.002192506566643715	0.002192443236708641	0.030385249420596467	43412295802.50001	0.030385249420596467	43412295802.50001
batch	6	0.002537861466407776	0.002537798136472702	0.034725403093437086	12999257996.032202	0.034725403093437086	12999257996.032202
batch	7	0.003666890086606145	0.003666826756671071	0.03797205298748866	4258221381.6434126	0.03797205298748866	4258221381.6434126
batch	8	0.0027208018582314253	0.0027207385282963514	0.03597571840189743	2889411611.3893056	0.03597571840189743	2889411611.3893056
batch	9	0.0023235033731907606	0.0023234400432556868	0.033774084348780216	2422364.58357925	0.033774084348780216	2422364.58357925
batch	10	0.0028941030614078045	0.0028940397314727306	0.03584246416228399	853601206.0156198	0.03584246416228399	853601206.0156198
batch	11	0.0025591636076569557	0.002559100277721882	0.03466914973512016	110500.77047531337	0.03466914973512016	110500.77047531337
batch	12	0.0023329288233071566	0.0023328654933720827	0.033952515525247896	166250092.3448779	0.033952515525247896	166250092.3448779
batch	13	0.0025293093640357256	0.0025292460341006517	0.033334476817751424	4599266782.213396	0.033334476817751424	4599266782.213396
batch	14	0.0025259708054363728	0.002525907475501299	0.03530806831320709	950471386559.179	0.03530806831320709	950471386559.179
batch	15	0.00348497461527586	0.003484911285340786	0.037682704104522805	2910663999.2579265	0.037682704104522805	2910663999.2579265
batch	16	0.0028484174981713295	0.0028483541682362556	0.03520257184188308	17894865312632.477	0.03520257184188308	17894865312632.477
batch	17	0.002487488090991974	0.0024874247610569	0.0323864841592546	199482434030.4733	0.0323864841592546	199482434030.4733
batch	18	0.0029799924232065678	0.002979929093271494	0.035472364649167885	3397988103.7236576	0.035472364649167885	3397988103.7236576
batch	19	0.002449948340654373	0.0024498850107192993	0.03316095414896774	514584694.07997674	0.03316095414896774	514584694.07997674
batch	20	0.0021719420328736305	0.0021718787029385567	0.03225127818933456	480015894.4138851	0.03225127818933456	480015894.4138851
batch	21	0.0028477066662162542	0.0028476433362811804	0.03644917210973983	51499284999.378685	0.03644917210973983	51499284999.378685
batch	22	0.0019236027728766203	0.0019235394429415464	0.03112715897691123	5206545726360.684	0.03112715897691123	5206545726360.684
batch	23	0.00232112780213356	0.0023210644721984863	0.03443458036270896	160456545.75439435	0.03443458036270896	160456545.75439435
batch	24	0.003020285628736019	0.0030202222988009453	0.035769792597138236	31254328065.757484	0.035769792597138236	31254328065.757484
batch	25	0.0026197033002972603	0.0026196399703621864	0.03412305079906825	12390051.563238053	0.03412305079906825	12390051.563238053
batch	26	0.0025712568312883377	0.002571193501353264	0.033461922612270996	460664764730.8309	0.033461922612270996	460664764730.8309
batch	27	0.0032682858873158693	0.0032682225573807955	0.03614940891315538	701260454022489.2	0.03614940891315538	701260454022489.2
batch	28	0.0021051126532256603	0.0021050493232905865	0.03020967762446196	392929730.0103534	0.03020967762446196	392929730.0103534
batch	29	0.0020872107706964016	0.0020871474407613277	0.03140628955221061	75039652503.96436	0.03140628955221061	75039652503.96436
batch	30	0.0021845775190740824	0.0021845141891390085	0.031043654697757793	56237151345.80013	0.031043654697757793	56237151345.80013
batch	31	0.00303804874420166	0.0030379854142665863	0.03586644984115575	188439621961.1286	0.03586644984115575	188439621961.1286
batch	test	0.004267650656402111	0.004267587326467037	0.05520547029577795	3.1449421226861806e+19	0.05520547029577795	3.1449421226861806e+19
batch	test	0.004534424282610416	0.0045343609526753426	0.05692185264894568	5802402425138380.0	0.05692185264894568	5802402425138380.0
batch	test	0.004610794130712748	0.004610730800777674	0.05700559849204672	2976410889728863.5	0.05700559849204672	2976410889728863.5
batch	test	0.004715348593890667	0.004715285263955593	0.055281534634667166	259746219840974.03	0.055281534634667166	259746219840974.03
batch	test	0.00357256643474102	0.0035725031048059464	0.047990218486320096	819729424041745.4	0.047990218486320096	819729424041745.4
batch	test	0.0038210153579711914	0.0038209520280361176	0.052360921036434284	2.5403355516213668e+16	0.052360921036434284	2.5403355516213668e+16
batch	test	0.004384965635836124	0.004384902305901051	0.054234050910573345	7.671948774617168e+16	0.054234050910573345	7.671948774617168e+16
batch	test	0.004155340604484081	0.004155277274549007	0.05413430539837893	169975216927.3975	0.05413430539837893	169975216927.3975
EPOCH	summary	0.0026488425792194903	0.0026487792492844164	0.03454524797348385	22805803609171.832	0.03454524797348385	22805803609171.832	0.004257763212081045	0.004257699882145971	0.05414174398789302	3.9451753161322696e+18	0.05414174398789302	3.9451753161322696e+18
SAVING MODEL WEIGHTS TO centrality-eigenvector
Epoch	4	loss	eigenvector_cost	ABS	REL	eigenvector_ABS	eigenvector_REL
batch	0	0.002484288066625595	0.0024842247366905212	0.03208899001623401	54865236542.771324	0.03208899001623401	54865236542.771324
batch	1	0.002962624654173851	0.002962561324238777	0.036880159238007394	6345523993.78265	0.036880159238007394	6345523993.78265
batch	2	0.0031221683602780104	0.0031221050303429365	0.037078256004544126	593319477.7055665	0.037078256004544126	593319477.7055665
batch	3	0.002757985144853592	0.002757921814918518	0.03405040440915626	1084288123.5906425	0.03405040440915626	1084288123.5906425
batch	4	0.002180214272812009	0.002180150942876935	0.03216016341032163	117650666382.33551	0.03216016341032163	117650666382.33551
batch	5	0.002751448890194297	0.002751385560259223	0.03392495171316613	1814357332.6172605	0.03392495171316613	1814357332.6172605
batch	6	0.0024690807331353426	0.0024690174032002687	0.03403628432827095	6408766303.877127	0.03403628432827095	6408766303.877127
batch	7	0.0021437404211610556	0.0021436770912259817	0.03235675948183808	24290092093.544167	0.03235675948183808	24290092093.544167
batch	8	0.002705020597204566	0.002704957267269492	0.034326579110235206	323044005.96333784	0.034326579110235206	323044005.96333784
batch	9	0.0026519550010561943	0.0026518916711211205	0.03400568058804125	129480819.33349106	0.03400568058804125	129480819.33349106
batch	10	0.002534177154302597	0.002534113824367523	0.034614957579552894	2320479773.5722466	0.034614957579552894	2320479773.5722466
batch	11	0.002568615600466728	0.0025685522705316544	0.03301726527233561	41669187678.44084	0.03301726527233561	41669187678.44084
batch	12	0.001975570572540164	0.00197550724260509	0.029690722376547133	1108183193.5395048	0.029690722376547133	1108183193.5395048
batch	13	0.0028794880490750074	0.0028794247191399336	0.03519579407703463	2349383641.027293	0.03519579407703463	2349383641.027293
batch	14	0.0031701908446848392	0.0031701275147497654	0.03654237489111727	41246014322.673164	0.03654237489111727	41246014322.673164
batch	15	0.002063609892502427	0.0020635465625673532	0.031427637722408364	14217493813832.234	0.031427637722408364	14217493813832.234
batch	16	0.002650219015777111	0.002650155685842037	0.0349503488756311	900576439421.9126	0.0349503488756311	900576439421.9126
batch	17	0.0024534829426556826	0.0024534196127206087	0.0332973905305616	2559340591.7565627	0.0332973905305616	2559340591.7565627
batch	18	0.0020894878543913364	0.0020894245244562626	0.033365869589988724	4291764768.2374325	0.033365869589988724	4291764768.2374325
batch	19	0.002310645068064332	0.002310581738129258	0.033843822482119416	8572526.087574454	0.033843822482119416	8572526.087574454
batch	20	0.0025210375897586346	0.0025209742598235607	0.03538624770569882	2234017016.48209	0.03538624770569882	2234017016.48209
batch	21	0.002186969155445695	0.002186905825510621	0.03103834163208308	24605497890.921207	0.03103834163208308	24605497890.921207
batch	22	0.001927167410030961	0.0019271040800958872	0.030003016359230642	494367679154.0207	0.030003016359230642	494367679154.0207
batch	23	0.002485007280483842	0.002484943950548768	0.03327272904730982	1255051.6308396815	0.03327272904730982	1255051.6308396815
batch	24	0.002997816540300846	0.0029977532103657722	0.035237185029070854	911405224.7522632	0.035237185029070854	911405224.7522632
batch	25	0.002743951277807355	0.002743887947872281	0.03213059659953007	20368567112216.57	0.03213059659953007	20368567112216.57
batch	26	0.0023027367424219847	0.002302673412486911	0.030966681303622384	21029701591.846584	0.030966681303622384	21029701591.846584
batch	27	0.0020768253598362207	0.002076762029901147	0.030239538265736426	20434859601.52875	0.030239538265736426	20434859601.52875
batch	28	0.0021369908936321735	0.0021369275636970997	0.032027019293001224	135506089854.46254	0.032027019293001224	135506089854.46254
batch	29	0.0028217758517712355	0.0028217125218361616	0.035885771514791526	25131443922.207794	0.035885771514791526	25131443922.207794
batch	30	0.0020061670802533627	0.002006103750318289	0.030294333481850767	542955.055871886	0.030294333481850767	542955.055871886
batch	31	0.0026038289070129395	0.0026037655770778656	0.03346837292037478	24574531123.433254	0.03346837292037478	24574531123.433254
batch	test	0.0041534919291734695	0.004153428599238396	0.05363483633244234	3.367909786721311e+16	0.05363483633244234	3.367909786721311e+16
batch	test	0.004544157534837723	0.004544094204902649	0.05721597859304172	1048632920887928.5	0.05721597859304172	1048632920887928.5
batch	test	0.004559886176139116	0.0045598228462040424	0.055569873581095705	64681985842851.08	0.055569873581095705	64681985842851.08
batch	test	0.0036053925286978483	0.0036053291987627745	0.04696751561619504	1.1922983350153442e+17	0.04696751561619504	1.1922983350153442e+17
batch	test	0.004271605052053928	0.0042715417221188545	0.05112458239768533	9561600532217156.0	0.05112458239768533	9561600532217156.0
batch	test	0.004563925787806511	0.004563862457871437	0.056788562492664674	1233576784082596.0	0.056788562492664674	1233576784082596.0
batch	test	0.004070641938596964	0.00407057860866189	0.04979461867048852	3795274482704.716	0.04979461867048852	3795274482704.716
batch	test	0.004027050919830799	0.004026987589895725	0.051770407945436046	9.257250627326919e+18	0.051770407945436046	9.257250627326919e+18
EPOCH	summary	0.002491696475772187	0.0024916331458371133	0.03333763265154413	1142015377825.8723	0.03333763265154413	1142015377825.8723	0.004224518983392045	0.004224455653456971	0.05285829695363117	1.1777589807741473e+18	0.05285829695363117	1.1777589807741473e+18
SAVING MODEL WEIGHTS TO centrality-eigenvector
Epoch	5	loss	eigenvector_cost	ABS	REL	eigenvector_ABS	eigenvector_REL
batch	0	0.0023811343125998974	0.0023810709826648235	0.03228122039326299	968069883.8275689	0.03228122039326299	968069883.8275689
batch	1	0.002775884233415127	0.002775820903480053	0.03658751626183804	58447560044.502495	0.03658751626183804	58447560044.502495
batch	2	0.002404359169304371	0.002404295839369297	0.030526446941588688	1885119514524.0835	0.030526446941588688	1885119514524.0835
batch	3	0.0021844154689460993	0.0021843521390110254	0.030515505374367383	1341535185.252942	0.030515505374367383	1341535185.252942
batch	4	0.0019511962309479713	0.0019511329010128975	0.030045235009791494	385533446163.5064	0.030045235009791494	385533446163.5064
batch	5	0.0030569126829504967	0.003056849353015423	0.03521879630282457	166224336.86912423	0.03521879630282457	166224336.86912423
batch	6	0.0026749505195766687	0.002674887189641595	0.03398595933592114	15857335032093.09	0.03398595933592114	15857335032093.09
batch	7	0.001992962323129177	0.0019928989931941032	0.03125228533314917	1628645843506.5532	0.03125228533314917	1628645843506.5532
batch	8	0.0017494414933025837	0.0017493781633675098	0.02893573768683246	9570247026588.236	0.02893573768683246	9570247026588.236
batch	9	0.002454927656799555	0.002454864326864481	0.0329428489868278	540260365.6332676	0.0329428489868278	540260365.6332676
batch	10	0.002216597320511937	0.0022165339905768633	0.03359216895513424	1663447.3323397033	0.03359216895513424	1663447.3323397033
batch	11	0.0024220733903348446	0.0024220100603997707	0.03513075629228266	2526167.412887488	0.03513075629228266	2526167.412887488
batch	12	0.0019933779258280993	0.0019933145958930254	0.03194640480916404	1270759581.8891723	0.03194640480916404	1270759581.8891723
batch	13	0.0022119777277112007	0.002211914397776127	0.03110626990556974	5050754188.970769	0.03110626990556974	5050754188.970769
batch	14	0.0020623793825507164	0.0020623160526156425	0.03158861778478715	301309455.1509243	0.03158861778478715	301309455.1509243
batch	15	0.002517829881981015	0.0025177665520459414	0.03433105362063302	2156710034.4413986	0.03433105362063302	2156710034.4413986
batch	16	0.002514369785785675	0.002514306455850601	0.032975315782398144	7934438407.924587	0.032975315782398144	7934438407.924587
batch	17	0.0022257822565734386	0.002225718926638365	0.03160892244434412	12572507857.277243	0.03160892244434412	12572507857.277243
