Building model ...
Initializing global variables ... 
Starting training for 32 epochs
Epoch	0	loss	betweenness_cost	ABS	REL	betweenness_ABS	betweenness_REL
batch	0	0.09287457168102264	0.09287451207637787	0.290579574910786	30.199658686969624	0.290579574910786	30.199658686969624
batch	1	0.07798566669225693	0.07798560708761215	0.2653799071372312	30.180953308848476	0.2653799071372312	30.180953308848476
batch	2	0.07727459073066711	0.07727453112602234	0.26276598291294734	33.70136370786831	0.26276598291294734	33.70136370786831
batch	3	0.06048760563135147	0.0604875423014164	0.2310114769100158	27.070276584295105	0.2310114769100158	27.070276584295105
batch	4	0.0557512603700161	0.055751197040081024	0.22089065305845892	20.585138696899904	0.22089065305845892	20.585138696899904
batch	5	0.047690533101558685	0.04769046977162361	0.20375045237371503	16.404496301920922	0.20375045237371503	16.404496301920922
batch	6	0.04356170818209648	0.04356164485216141	0.1914225868236077	22.66157794737682	0.1914225868236077	22.66157794737682
batch	7	0.03386419638991356	0.033864133059978485	0.16630491121080984	14.123088124663324	0.16630491121080984	14.123088124663324
batch	8	0.031520020216703415	0.03151995688676834	0.15972825177228325	17.91060919668964	0.15972825177228325	17.91060919668964
batch	9	0.03184012696146965	0.031840063631534576	0.1597785460600975	17.84991662295985	0.1597785460600975	17.84991662295985
batch	10	0.032173994928598404	0.03217393159866333	0.15807880011096775	15.409931047523937	0.15807880011096775	15.409931047523937
batch	11	0.0251054298132658	0.025105366483330727	0.13929836060509648	16.624342556106647	0.13929836060509648	16.624342556106647
batch	12	0.022903528064489365	0.02290346473455429	0.13390464157060114	14.008114162536003	0.13390464157060114	14.008114162536003
batch	13	0.023049358278512955	0.02304929494857788	0.12883346154684505	14.585007229128454	0.12883346154684505	14.585007229128454
batch	14	0.028963210061192513	0.02896314673125744	0.14196493530586082	7.730360022773118	0.14196493530586082	7.730360022773118
batch	15	0.027218181639909744	0.02721811830997467	0.13683511221096697	8.942578041120191	0.13683511221096697	8.942578041120191
batch	16	0.017026729881763458	0.017026666551828384	0.10161148247035694	8.98673255457197	0.10161148247035694	8.98673255457197
batch	17	0.020700860768556595	0.02070079743862152	0.11273475544418109	7.601404463342088	0.11273475544418109	7.601404463342088
batch	18	0.01544313132762909	0.015443067997694016	0.09272745237465076	7.410680276231664	0.09272745237465076	7.410680276231664
batch	19	0.013907103799283504	0.01390704046934843	0.09410072871024401	7.448043759517989	0.09410072871024401	7.448043759517989
batch	20	0.0219781082123518	0.021978044882416725	0.11115738690732117	6.499397255702876	0.11115738690732117	6.499397255702876
batch	21	0.01688387431204319	0.016883810982108116	0.08885351383089482	5.328485866258635	0.08885351383089482	5.328485866258635
batch	22	0.014385889284312725	0.014385825954377651	0.0885830014715946	6.0911011606761045	0.0885830014715946	6.0911011606761045
batch	23	0.011650419794023037	0.011650356464087963	0.07264494035158933	5.258546036233349	0.07264494035158933	5.258546036233349
batch	24	0.008685567416250706	0.008685504086315632	0.06037641613026662	4.007772841554692	0.06037641613026662	4.007772841554692
batch	25	0.013476770371198654	0.01347670704126358	0.0752944582714252	4.364342274500534	0.0752944582714252	4.364342274500534
batch	26	0.015485597774386406	0.015485534444451332	0.07365824438681458	2.904763182527634	0.07365824438681458	2.904763182527634
batch	27	0.011591071262955666	0.011591007933020592	0.06623582356052667	3.62315289282628	0.06623582356052667	3.62315289282628
batch	28	0.010559136047959328	0.010559072718024254	0.06368065925226585	4.571353966184555	0.06368065925226585	4.571353966184555
batch	29	0.017995672300457954	0.01799560897052288	0.08300921025332657	3.0456251600156623	0.08300921025332657	3.0456251600156623
batch	30	0.011459559202194214	0.01145949587225914	0.06516221967846558	4.259407998345729	0.06516221967846558	4.259407998345729
batch	31	0.008312705904245377	0.008312642574310303	0.05796333051610119	4.701425550588929	0.05796333051610119	4.701425550588929
batch	test	0.01249402854591608	0.012493965215981007	0.06970580295885821	12.88735455089644	0.06970580295885821	12.88735455089644
batch	test	0.009114643558859825	0.009114580228924751	0.061670278102936814	15.044700082762406	0.061670278102936814	15.044700082762406
batch	test	0.007829394191503525	0.007829330861568451	0.05795795191615078	14.829955907676503	0.05795795191615078	14.829955907676503
batch	test	0.013747422024607658	0.013747358694672585	0.07344947738897158	14.470046416657667	0.07344947738897158	14.470046416657667
batch	test	0.009732496924698353	0.009732433594763279	0.06855832592590193	20.921074204399645	0.06855832592590193	20.921074204399645
batch	test	0.012524280697107315	0.012524217367172241	0.07320971240897914	15.03884772341501	0.07320971240897914	15.03884772341501
batch	test	0.010481415316462517	0.010481351986527443	0.06731853828567515	19.924775408234318	0.06731853828567515	19.924775408234318
batch	test	0.015148540958762169	0.015148477628827095	0.07796068140435991	12.355924085717023	0.07796068140435991	12.355924085717023
EPOCH	summary	0.02943144313758239	0.029431380156893283	0.1343225399415724	12.315301483648721	0.1343225399415724	12.315301483648721	0.01138402777723968	0.011383964447304606	0.06872884604897919	15.684084797469875	0.06872884604897919	15.684084797469875
SAVING MODEL WEIGHTS TO centrality-betweenness
Epoch	1	loss	betweenness_cost	ABS	REL	betweenness_ABS	betweenness_REL
batch	0	0.007742575369775295	0.007742512039840221	0.05385272334832962	4.60117868448059	0.05385272334832962	4.60117868448059
batch	1	0.013397568836808205	0.01339750550687313	0.06601033231445155	3.23867478045323	0.06601033231445155	3.23867478045323
batch	2	0.011612066999077797	0.011612003669142723	0.060477856158116745	3.215937805832127	0.060477856158116745	3.215937805832127
batch	3	0.009295560419559479	0.009295497089624405	0.05112718660387013	3.0260367687847576	0.05112718660387013	3.0260367687847576
batch	4	0.01309707947075367	0.013097016140818596	0.06386242933325138	2.8427339399215117	0.06386242933325138	2.8427339399215117
batch	5	0.010875772684812546	0.010875709354877472	0.05726036358868401	2.8815912259948235	0.05726036358868401	2.8815912259948235
batch	6	0.007410916965454817	0.007410853635519743	0.047222923683395174	3.034611975387055	0.047222923683395174	3.034611975387055
batch	7	0.007181546650826931	0.007181483320891857	0.046661386277566684	2.7917571847212432	0.046661386277566684	2.7917571847212432
batch	8	0.0096444645896554	0.009644401259720325	0.05163254354338328	2.3164575012808952	0.05163254354338328	2.3164575012808952
batch	9	0.011706700548529625	0.011706637218594551	0.059934333510943794	2.6907051404167075	0.059934333510943794	2.6907051404167075
batch	10	0.00806281715631485	0.008062753826379776	0.049870697075342585	3.4074404957744155	0.049870697075342585	3.4074404957744155
batch	11	0.0050458749756217	0.0050458116456866264	0.03842081607672198	3.339261339217118	0.03842081607672198	3.339261339217118
batch	12	0.011871296912431717	0.011871233582496643	0.062208792326769125	3.3193384180631855	0.062208792326769125	3.3193384180631855
batch	13	0.009244373068213463	0.009244309738278389	0.052205456059897286	2.982137457231257	0.052205456059897286	2.982137457231257
batch	14	0.005920437164604664	0.00592037383466959	0.0421524113677594	3.042363465051275	0.0421524113677594	3.042363465051275
batch	15	0.007152678444981575	0.007152615115046501	0.046641492732627	2.951215268423777	0.046641492732627	2.951215268423777
batch	16	0.007151607424020767	0.007151544094085693	0.045430838719196606	3.044416234286909	0.045430838719196606	3.044416234286909
batch	17	0.008055348880589008	0.008055285550653934	0.04850357660081879	3.2735737193072154	0.04850357660081879	3.2735737193072154
batch	18	0.0038925327826291323	0.0038924694526940584	0.03501171341141894	3.9782719960408657	0.03501171341141894	3.9782719960408657
batch	19	0.004645267501473427	0.004645204171538353	0.04100261677463834	3.7349941512880274	0.04100261677463834	3.7349941512880274
batch	20	0.00769064063206315	0.0076905773021280766	0.05021014954011092	3.1525818824849487	0.05021014954011092	3.1525818824849487
batch	21	0.010152739472687244	0.01015267614275217	0.05974944793347908	2.7816545598189135	0.05974944793347908	2.7816545598189135
batch	22	0.002918967977166176	0.002918904647231102	0.03421952286583389	3.846293431388698	0.03421952286583389	3.846293431388698
batch	23	0.007086609955877066	0.007086546625941992	0.04780469371239472	3.2152102752825527	0.04780469371239472	3.2152102752825527
batch	24	0.005208284128457308	0.005208220798522234	0.042922382513127445	3.2976617230793397	0.042922382513127445	3.2976617230793397
batch	25	0.00788964331150055	0.007889579981565475	0.048754804181941704	2.4935841596635453	0.048754804181941704	2.4935841596635453
batch	26	0.005190856754779816	0.005190793424844742	0.04107833713765957	3.273053016866353	0.04107833713765957	3.273053016866353
batch	27	0.006000261753797531	0.006000198423862457	0.04452212888921871	3.360846081367	0.04452212888921871	3.360846081367
batch	28	0.0030620298348367214	0.0030619665049016476	0.034319820236927076	4.079731854165289	0.034319820236927076	4.079731854165289
batch	29	0.007052730303257704	0.00705266697332263	0.04710352077447975	2.2953675377572664	0.04710352077447975	2.2953675377572664
batch	30	0.005540286190807819	0.0055402228608727455	0.04173145844031986	3.3959795143454543	0.04173145844031986	3.3959795143454543
batch	31	0.0038633979856967926	0.0038633346557617188	0.03729758939690649	2.639818909242574	0.03729758939690649	2.639818909242574
batch	test	0.005047297105193138	0.005047233775258064	0.04697332032659956	13.398342456753353	0.04697332032659956	13.398342456753353
batch	test	0.005282632075250149	0.005282568745315075	0.048664772160938036	11.944232045910084	0.048664772160938036	11.944232045910084
batch	test	0.004956399090588093	0.004956335760653019	0.0463689842723052	11.869383520025606	0.0463689842723052	11.869383520025606
batch	test	0.0041236369870603085	0.004123573657125235	0.04397896527564646	11.077541132585003	0.04397896527564646	11.077541132585003
batch	test	0.0035977517254650593	0.0035976883955299854	0.039258162564782206	11.290211694699325	0.039258162564782206	11.290211694699325
batch	test	0.005113393999636173	0.005113330669701099	0.048725658689493245	12.42913275111543	0.048725658689493245	12.42913275111543
batch	test	0.004120299592614174	0.0041202362626791	0.043465680166961854	11.088490403435253	0.043465680166961854	11.088490403435253
batch	test	0.003987534437328577	0.003987471107393503	0.04248215236978648	13.03769650720344	0.04248215236978648	13.03769650720344
EPOCH	summary	0.007645716723345686	0.007645653393410612	0.048412635785299425	3.173265015544342	0.048412635785299425	3.173265015544342	0.004528618126641959	0.004528554796706885	0.044989711978314126	12.016878813965937	0.044989711978314126	12.016878813965937
SAVING MODEL WEIGHTS TO centrality-betweenness
Epoch	2	loss	betweenness_cost	ABS	REL	betweenness_ABS	betweenness_REL
batch	0	0.0055433036759495735	0.0055432403460145	0.04391927074661806	3.4000454552833124	0.04391927074661806	3.4000454552833124
batch	1	0.005809340626001358	0.005809277296066284	0.04151107731627077	3.1028935991766815	0.04151107731627077	3.1028935991766815
batch	2	0.004245847463607788	0.004245784133672714	0.03548935130496752	2.291289665991132	0.03548935130496752	2.291289665991132
batch	3	0.00477665476500988	0.004776591435074806	0.038217716756407887	3.2208355699683673	0.038217716756407887	3.2208355699683673
batch	4	0.004240728914737701	0.0042406655848026276	0.03667819091575167	2.7868756854832957	0.03667819091575167	2.7868756854832957
batch	5	0.007072506472468376	0.007072443142533302	0.045199545148697375	2.173737335228596	0.045199545148697375	2.173737335228596
batch	6	0.006833956576883793	0.006833893246948719	0.04420289439148654	2.45449117109733	0.04420289439148654	2.45449117109733
batch	7	0.004099837504327297	0.004099774174392223	0.035921330265451856	3.9192549093009683	0.035921330265451856	3.9192549093009683
batch	8	0.0040572043508291245	0.004057141020894051	0.035876181865457324	2.695799506786277	0.035876181865457324	2.695799506786277
batch	9	0.004698523320257664	0.00469845999032259	0.03915363520806355	2.7925764767192574	0.03915363520806355	2.7925764767192574
batch	10	0.0034321793355047703	0.0034321160055696964	0.03235818835179371	2.4796405377076276	0.03235818835179371	2.4796405377076276
batch	11	0.003727065399289131	0.0037270020693540573	0.03239413434622988	3.204806643298866	0.03239413434622988	3.204806643298866
batch	12	0.004553915001451969	0.004553851671516895	0.037469836298722414	2.7236742567530814	0.037469836298722414	2.7236742567530814
batch	13	0.004814933054149151	0.004814869724214077	0.03985774626106029	2.364378560135633	0.03985774626106029	2.364378560135633
batch	14	0.0028279004618525505	0.0028278371319174767	0.028509102679915976	3.9393498726122793	0.028509102679915976	3.9393498726122793
batch	15	0.0040344842709600925	0.004034420941025019	0.03619317752093667	2.9451869562833166	0.03619317752093667	2.9451869562833166
batch	16	0.003980607260018587	0.003980543930083513	0.03318180650194839	2.5560203912289743	0.03318180650194839	2.5560203912289743
batch	17	0.002357650548219681	0.002357587218284607	0.02622612418173973	3.082929364267083	0.02622612418173973	3.082929364267083
batch	18	0.002684798091650009	0.0026847347617149353	0.02979710187475015	3.3734765594706757	0.02979710187475015	3.3734765594706757
batch	19	0.0037520816549658775	0.0037520183250308037	0.034297658831970675	3.3273869893475756	0.034297658831970675	3.3273869893475756
batch	20	0.0036902439314872026	0.003690180601552129	0.03328627696429695	2.661209381585439	0.03328627696429695	2.661209381585439
batch	21	0.004738213960081339	0.004738150630146265	0.03879030347960859	2.505336321916216	0.03879030347960859	2.505336321916216
batch	22	0.0029409355483949184	0.0029408722184598446	0.030743560749444947	2.975830294774164	0.030743560749444947	2.975830294774164
batch	23	0.0034908545203506947	0.003490791190415621	0.03159561620647872	2.5347224343452583	0.03159561620647872	2.5347224343452583
batch	24	0.0035774135030806065	0.0035773501731455326	0.03389713895629597	2.793790549069247	0.03389713895629597	2.793790549069247
batch	25	0.0038702411111444235	0.0038701777812093496	0.03417087337104626	2.871508619295266	0.03417087337104626	2.871508619295266
batch	26	0.001819787546992302	0.001819724217057228	0.024586266509460976	2.27462228382751	0.024586266509460976	2.27462228382751
batch	27	0.0030180246103554964	0.0030179612804204226	0.030863151224261167	2.1621352171556394	0.030863151224261167	2.1621352171556394
batch	28	0.0034301544073969126	0.0034300910774618387	0.033151051733882546	2.897816049037881	0.033151051733882546	2.897816049037881
batch	29	0.003074893495067954	0.00307483016513288	0.03097839889931424	2.877756221266221	0.03097839889931424	2.877756221266221
batch	30	0.004352344200015068	0.004352280870079994	0.037372289494147365	1.6393155826007575	0.037372289494147365	1.6393155826007575
batch	31	0.003952128812670708	0.003952065482735634	0.03407406453345739	2.0569304512905697	0.03407406453345739	2.0569304512905697
batch	test	0.00264500780031085	0.0026449444703757763	0.033478563242355805	8.722807388227356	0.033478563242355805	8.722807388227356
batch	test	0.002085258485749364	0.00208519515581429	0.03151023632324088	10.174478267200707	0.03151023632324088	10.174478267200707
